ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1762028885.252022960Z,sender,16.00,1.30,NaN,NaN,5.1,1521.9,71.1,0,0
1762028885.502388798Z,receiver,16.00,1.18,2.55,6.02,7.9,1523.3,72.2,0,0
1762028885.502399242Z,sender,16.00,1.18,NaN,NaN,7.9,1523.3,72.2,0,0
1762028885.752783173Z,receiver,16.00,1.29,2.55,6.02,5.1,1523.3,72.2,0,0
1762028885.752809099Z,sender,16.00,1.29,NaN,NaN,5.1,1523.3,72.2,0,0
1762028886.003332252Z,sender,12.00,0.98,NaN,NaN,5.9,1523.8,71.6,0,0
1762028886.003341030Z,receiver,12.00,0.98,2.55,6.02,5.9,1523.8,71.6,0,0
1762028886.253758277Z,receiver,16.00,1.39,2.55,6.02,7.0,1523.5,71.1,0,0
1762028886.253769684Z,sender,16.00,1.39,NaN,NaN,7.0,1523.5,71.1,0,0
1762028886.504151801Z,receiver,16.00,1.23,2.55,6.02,7.9,1524.0,71.1,0,0
1762028886.504173745Z,sender,16.00,1.23,NaN,NaN,7.9,1524.0,71.1,0,0
1762028886.754561047Z,receiver,16.00,1.12,2.55,6.02,4.1,1524.0,71.1,0,0
1762028886.754587103Z,sender,16.00,1.12,NaN,NaN,4.1,1524.0,71.1,0,0
1762028887.004959405Z,receiver,12.00,0.95,2.55,6.02,6.0,1524.9,71.6,0,0
1762028887.004964960Z,sender,12.00,0.95,NaN,NaN,6.0,1524.9,71.6,0,0
1762028887.255397948Z,receiver,16.00,1.36,2.55,6.02,5.1,1525.2,72.2,0,0
1762028887.255924281Z,sender,16.00,1.36,NaN,NaN,5.1,1525.2,72.2,0,0
1762028887.505829287Z,receiver,16.00,1.27,2.55,6.02,7.9,1525.2,71.6,0,0
1762028887.506291954Z,sender,16.00,1.27,NaN,NaN,7.9,1525.2,71.6,0,0
1762028887.756236738Z,receiver,16.00,1.36,2.55,6.02,4.1,1525.4,71.6,0,0
1762028887.756638016Z,sender,16.00,1.36,NaN,NaN,4.1,1525.4,71.6,0,0
1762028888.006824041Z,receiver,16.00,1.07,2.55,6.02,6.0,1525.6,72.2,0,0
1762028888.007338633Z,sender,16.00,1.07,NaN,NaN,6.0,1525.6,72.2,0,0
1762028888.257228121Z,receiver,12.00,1.02,2.55,6.02,4.0,1524.7,69.9,0,0
1762028888.257663973Z,sender,12.00,1.02,NaN,NaN,4.0,1524.7,69.9,0,0
1762028888.507609813Z,receiver,16.00,1.32,2.55,6.02,7.0,1524.7,71.1,0,0
1762028888.507966165Z,sender,16.00,1.32,NaN,NaN,7.9,1524.7,71.6,0,0
1762028888.760512542Z,sender,16.00,1.15,NaN,NaN,5.1,1524.7,71.1,0,0
1762028888.760620820Z,receiver,16.00,1.15,2.55,6.02,6.0,1524.7,71.1,0,0
1762028889.011278642Z,sender,16.00,1.36,NaN,NaN,7.9,1524.9,71.1,0,0
1762028889.011444271Z,receiver,16.00,1.36,2.55,6.02,7.9,1524.9,71.1,0,0
1762028889.261847519Z,sender,12.00,0.94,NaN,NaN,3.1,1523.2,71.6,0,0
1762028889.261958594Z,receiver,12.00,0.94,2.55,6.02,3.1,1523.2,71.6,0,0
1762028889.512347879Z,sender,16.00,1.29,NaN,NaN,5.1,1523.7,71.1,0,0
1762028889.512465286Z,receiver,16.00,1.29,2.55,6.02,5.1,1523.7,71.1,0,0
1762028889.762922405Z,sender,16.00,1.26,NaN,NaN,6.1,1523.7,70.5,0,0
1762028889.763025127Z,receiver,16.00,1.26,2.55,6.02,6.1,1523.7,70.5,0,0
1762028890.013680301Z,sender,16.00,1.37,NaN,NaN,7.9,1523.7,71.6,0,0
1762028890.013853986Z,receiver,16.00,1.37,2.55,6.02,7.9,1523.7,71.6,0,0
1762028890.264220920Z,sender,12.00,0.78,NaN,NaN,5.0,1521.8,71.1,0,0
1762028890.264330068Z,receiver,12.00,0.78,2.55,6.02,5.0,1521.8,71.1,0,0
1762028890.514722058Z,sender,16.00,1.39,NaN,NaN,7.0,1523.2,69.9,0,0
1762028890.514839354Z,receiver,16.00,1.39,2.55,6.02,7.0,1523.2,69.9,0,0
1762028890.765234936Z,sender,16.00,1.18,NaN,NaN,5.1,1523.5,71.6,0,0
1762028890.765357510Z,receiver,16.00,1.18,2.55,6.02,5.1,1523.5,71.6,0,0
1762028891.015737167Z,sender,16.00,1.19,NaN,NaN,6.1,1523.5,71.6,0,0
1762028891.015851222Z,receiver,16.00,1.19,2.55,6.02,6.1,1523.5,71.6,0,0
1762028891.266230657Z,sender,12.00,1.05,NaN,NaN,6.9,1521.8,71.6,0,0
1762028891.266348768Z,receiver,12.00,1.05,2.55,6.02,6.9,1521.8,71.6,0,0
1762028891.516748499Z,sender,16.00,1.48,NaN,NaN,7.0,1521.8,72.2,0,0
1762028891.516864962Z,receiver,16.00,1.48,2.55,6.02,7.0,1521.8,72.2,0,0
1762028891.767230507Z,sender,16.00,1.13,NaN,NaN,6.1,1521.8,71.6,0,0
1762028891.767339544Z,receiver,16.00,1.13,2.55,6.02,6.1,1521.8,71.6,0,0
1762028892.017718683Z,sender,16.00,1.19,NaN,NaN,4.1,1522.5,70.5,0,0
1762028892.017828331Z,receiver,16.00,1.19,2.55,6.02,4.1,1522.5,70.5,0,0
1762028892.268437525Z,receiver,12.00,1.01,2.55,6.02,4.0,1521.6,71.6,0,0
1762028892.268565951Z,sender,12.00,1.01,NaN,NaN,4.0,1521.6,71.6,0,0
1762028892.518928553Z,sender,16.00,1.21,NaN,NaN,6.1,1521.9,71.1,0,0
1762028892.518939608Z,receiver,16.00,1.21,2.55,6.02,6.1,1521.9,71.1,0,0
1762028892.769324784Z,receiver,16.00,1.40,2.55,6.02,4.1,1522.1,71.1,0,0
1762028892.769525914Z,sender,16.00,1.40,NaN,NaN,4.1,1522.1,71.1,0,0
1762028893.019713553Z,receiver,16.00,1.30,2.55,6.02,7.0,1523.0,71.1,0,0
1762028893.019925312Z,sender,16.00,1.30,NaN,NaN,8.8,1523.0,71.1,0,0
1762028893.270847600Z,sender,12.00,1.06,NaN,NaN,6.9,1521.4,71.6,0,0
1762028893.270993266Z,receiver,12.00,1.06,2.55,6.02,8.7,1521.4,71.6,0,0
1762028893.521243480Z,sender,16.00,1.13,NaN,NaN,6.0,1521.9,71.6,0,0
1762028893.521323110Z,receiver,16.00,1.13,2.55,6.02,6.0,1521.9,71.6,0,0
1762028893.771637749Z,sender,16.00,1.23,NaN,NaN,8.7,1522.6,71.1,0,0
1762028893.771831860Z,receiver,16.00,1.23,2.55,6.02,8.7,1522.6,71.1,0,0
1762028894.022004833Z,sender,16.00,1.81,NaN,NaN,11.5,1522.5,71.6,0,0
1762028894.022277722Z,receiver,16.00,1.81,2.55,6.02,11.5,1522.5,71.6,0,0
1762028894.272574714Z,sender,16.00,0.57,NaN,NaN,5.0,1522.1,70.5,0,0
1762028894.272679473Z,receiver,12.00,0.37,2.55,6.02,5.0,1522.1,70.5,0,0
1762028894.522995261Z,sender,12.00,1.10,NaN,NaN,6.0,1522.5,71.6,0,0
1762028894.523148706Z,receiver,16.00,1.30,2.55,6.02,6.0,1522.5,71.6,0,0
1762028894.773382309Z,sender,16.00,1.44,NaN,NaN,6.1,1523.0,70.5,0,0
1762028894.773662716Z,receiver,16.00,1.44,2.55,6.02,6.1,1523.0,70.5,0,0
1762028895.023756671Z,sender,16.00,1.49,NaN,NaN,8.8,1523.0,71.6,0,0
1762028895.024057856Z,receiver,16.00,1.49,2.55,6.02,9.7,1523.0,71.1,0,0
1762028895.274146552Z,sender,16.00,1.34,NaN,NaN,5.1,1522.1,71.6,0,0
1762028895.274489386Z,receiver,16.00,1.34,2.55,6.02,4.1,1522.1,71.6,0,0
1762028895.524518952Z,sender,12.00,0.90,NaN,NaN,5.9,1522.5,69.9,0,0
1762028895.524811582Z,receiver,12.00,0.90,2.55,6.02,5.9,1522.5,69.9,0,0
1762028895.774861482Z,sender,16.00,1.18,NaN,NaN,6.1,1522.5,71.1,0,0
1762028895.775202408Z,receiver,16.00,1.18,2.55,6.02,6.1,1522.5,71.1,0,0
1762028896.025211289Z,sender,16.00,1.34,NaN,NaN,6.1,1522.5,71.6,0,0
1762028896.025565197Z,receiver,16.00,1.34,2.55,6.02,6.1,1522.5,71.6,0,0
1762028896.275609653Z,sender,16.00,1.27,NaN,NaN,6.1,1520.6,71.6,0,0
1762028896.276000634Z,receiver,16.00,1.27,2.55,6.02,7.0,1520.6,71.6,0,0
1762028896.525963109Z,sender,12.00,1.00,NaN,NaN,5.0,1521.8,71.1,0,0
1762028896.526271535Z,receiver,12.00,1.00,2.55,6.02,4.0,1522.0,71.1,0,0
1762028896.776303787Z,sender,16.00,1.27,NaN,NaN,7.9,1522.9,71.6,0,0
1762028896.776688602Z,receiver,16.00,1.27,2.55,6.02,7.9,1522.9,71.6,0,0
1762028897.026653762Z,sender,16.00,1.19,NaN,NaN,8.0,1524.1,70.5,0,0
1762028897.027090039Z,receiver,16.00,1.19,2.55,6.02,8.0,1524.1,70.5,0,0
1762028897.277206515Z,sender,16.00,1.42,NaN,NaN,6.1,1524.6,71.6,0,0
1762028897.277558626Z,receiver,16.00,1.42,2.55,6.02,6.1,1524.6,71.6,0,0
1762028897.527610175Z,sender,12.00,0.74,NaN,NaN,5.9,1524.8,71.1,0,0
1762028897.527975416Z,receiver,12.00,0.74,2.55,6.02,7.8,1524.8,71.1,0,0
1762028897.777953984Z,sender,16.00,1.37,NaN,NaN,7.9,1524.8,71.6,0,0
1762028897.778326317Z,receiver,16.00,1.37,2.55,6.02,6.1,1524.8,71.6,0,0
1762028898.028298607Z,sender,16.00,1.43,NaN,NaN,7.9,1524.3,71.1,0,0
1762028898.028731996Z,receiver,16.00,1.43,2.55,6.02,7.9,1524.3,71.1,0,0
1762028898.278838397Z,sender,16.00,1.10,NaN,NaN,6.1,1524.3,71.1,0,0
1762028898.279131934Z,receiver,16.00,1.10,2.55,6.02,6.1,1524.3,71.1,0,0
1762028898.529241670Z,sender,12.00,0.92,NaN,NaN,5.0,1524.3,72.2,0,0
1762028898.529546744Z,receiver,12.00,0.92,2.55,6.02,5.0,1524.3,72.2,0,0
1762028898.779596645Z,sender,16.00,1.31,NaN,NaN,7.0,1524.3,71.6,0,0
1762028898.779914923Z,receiver,16.00,1.31,2.55,6.02,7.9,1524.3,71.6,0,0
1762028899.029954195Z,sender,16.00,1.37,NaN,NaN,9.8,1524.3,71.1,0,0
1762028899.030306825Z,receiver,16.00,1.37,2.55,6.02,8.9,1524.3,71.1,0,0
1762028899.280492838Z,sender,16.00,1.19,NaN,NaN,5.1,1522.2,72.2,0,0
1762028899.280832968Z,receiver,16.00,1.19,2.55,6.02,5.1,1522.2,72.2,0,0
1762028899.530843389Z,sender,12.00,1.01,NaN,NaN,4.0,1522.7,72.2,0,0
1762028899.531246370Z,receiver,12.00,1.01,2.55,6.02,4.0,1522.7,72.2,0,0
1762028899.781184402Z,sender,16.00,1.15,NaN,NaN,5.1,1522.7,71.1,0,0
1762028899.781640606Z,receiver,16.00,1.15,2.55,6.02,5.1,1522.7,71.6,0,0
1762028900.031534786Z,sender,16.00,1.41,NaN,NaN,6.1,1522.7,72.2,0,0
1762028900.032048212Z,receiver,16.00,1.41,2.55,6.02,6.1,1522.7,72.2,0,0
1762028900.281937763Z,sender,16.00,1.26,NaN,NaN,5.1,1522.2,71.6,0,0
1762028900.282349059Z,receiver,16.00,1.26,2.55,6.02,5.1,1522.2,71.6,0,0
1762028900.532692110Z,receiver,12.00,1.05,2.55,6.02,4.0,1522.4,71.1,0,0
1762028900.532795351Z,sender,12.00,1.05,NaN,NaN,4.0,1522.4,71.1,0,0
1762028900.783114735Z,receiver,16.00,1.16,2.55,6.02,7.9,1522.7,69.9,0,0
1762028900.783222013Z,sender,16.00,1.16,NaN,NaN,7.9,1522.7,69.9,0,0
1762028901.033547916Z,receiver,16.00,1.18,2.55,6.02,7.0,1522.7,71.6,0,0
1762028901.033654416Z,sender,16.00,1.18,NaN,NaN,7.0,1522.7,71.6,0,0
1762028901.283962060Z,receiver,16.00,1.35,2.55,6.02,7.0,1522.4,72.2,0,0
1762028901.284064597Z,sender,16.00,1.35,NaN,NaN,7.0,1522.4,72.2,0,0
1762028901.534456093Z,sender,12.00,1.01,NaN,NaN,6.9,1522.4,71.6,0,0
1762028901.534575519Z,receiver,12.00,1.01,2.55,6.02,6.9,1522.4,71.6,0,0
1762028901.784916367Z,sender,16.00,1.37,NaN,NaN,6.9,1522.4,71.1,0,0
1762028901.784930996Z,receiver,16.00,1.37,2.55,6.02,6.9,1522.4,71.1,0,0
1762028902.035353252Z,receiver,16.00,1.20,2.55,6.02,6.1,1522.4,72.2,0,0
1762028902.035403085Z,sender,16.00,1.20,NaN,NaN,6.1,1522.4,72.2,0,0
1762028902.285744489Z,receiver,16.00,1.23,2.55,6.02,6.0,1519.6,72.2,0,0
1762028902.285811341Z,sender,16.00,1.23,NaN,NaN,6.0,1519.6,72.2,0,0
1762028902.536438448Z,sender,12.00,0.84,NaN,NaN,6.9,1520.3,71.6,0,0
1762028902.536526578Z,receiver,12.00,0.84,2.55,6.02,6.9,1520.3,71.6,0,0
1762028902.786890519Z,sender,16.00,1.41,NaN,NaN,6.0,1521.0,70.5,0,0
1762028902.786923908Z,receiver,16.00,1.41,2.55,6.02,6.0,1521.0,70.5,0,0
1762028903.037251460Z,sender,16.00,1.31,NaN,NaN,8.1,1521.2,70.5,0,0
1762028903.037287442Z,receiver,16.00,1.31,2.55,6.02,8.1,1521.2,70.5,0,0
1762028903.287676624Z,sender,16.00,1.18,NaN,NaN,6.1,1521.0,69.9,0,0
1762028903.287733828Z,receiver,16.00,1.18,2.55,6.02,6.1,1521.0,69.9,0,0
1762028903.539316325Z,receiver,16.00,1.37,2.55,6.02,8.7,1521.7,70.5,0,0
1762028903.539544973Z,sender,16.00,1.37,NaN,NaN,8.7,1521.7,70.5,0,0
1762028903.789829100Z,receiver,12.00,0.83,2.55,6.02,4.0,1521.7,70.5,0,0
1762028903.789885766Z,sender,12.00,0.83,NaN,NaN,4.0,1521.7,70.5,0,0
1762028904.040227393Z,receiver,16.00,1.89,2.55,6.02,6.1,1521.9,71.6,0,0
1762028904.040319078Z,sender,16.00,1.89,NaN,NaN,6.1,1521.9,71.6,0,0
1762028904.290651261Z,receiver,16.00,0.56,2.55,6.02,6.0,1521.7,71.6,0,0
1762028904.290705872Z,sender,16.00,0.56,NaN,NaN,6.0,1521.7,71.6,0,0
1762028904.541170870Z,receiver,16.00,1.51,2.55,6.02,6.1,1521.9,71.1,0,0
1762028904.541256296Z,sender,16.00,1.51,NaN,NaN,6.1,1521.9,71.1,0,0
1762028904.791589257Z,sender,12.00,1.09,NaN,NaN,5.0,1521.9,71.6,0,0
1762028904.791648646Z,receiver,12.00,1.09,2.55,6.02,5.0,1521.9,71.6,0,0
1762028905.042021662Z,receiver,16.00,1.27,2.55,6.02,7.9,1521.9,70.5,0,0
1762028905.042063606Z,sender,16.00,1.27,NaN,NaN,7.9,1521.9,70.5,0,0
1762028905.292415457Z,receiver,16.00,1.33,2.55,6.02,7.0,1520.0,71.1,0,0
1762028905.292501901Z,sender,16.00,1.33,NaN,NaN,7.0,1520.0,70.5,0,0
1762028905.543076659Z,sender,16.00,1.46,NaN,NaN,6.1,1520.3,71.6,0,0
1762028905.543082825Z,receiver,16.00,1.46,2.55,6.02,6.1,1520.3,71.6,0,0
1762028905.793571824Z,sender,12.00,0.87,NaN,NaN,4.0,1520.7,69.9,0,0
1762028905.793582138Z,receiver,12.00,0.87,2.55,6.02,4.0,1520.7,69.9,0,0
1762028906.043941840Z,receiver,16.00,1.16,2.55,6.02,4.1,1521.7,72.2,0,0
1762028906.044010729Z,sender,16.00,1.16,NaN,NaN,4.1,1521.7,72.2,0,0
1762028906.294311487Z,receiver,16.00,1.25,2.55,6.02,6.1,1521.0,71.1,0,0
1762028906.294427802Z,sender,16.00,1.25,NaN,NaN,6.1,1521.0,71.1,0,0
1762028906.544863968Z,receiver,16.00,1.41,2.55,6.02,7.0,1521.2,70.5,0,0
1762028906.544968746Z,sender,16.00,1.41,NaN,NaN,7.0,1521.2,70.5,0,0
1762028906.795265115Z,receiver,12.00,0.88,2.55,6.02,4.0,1521.2,72.7,0,0
1762028906.795368596Z,sender,12.00,0.88,NaN,NaN,4.0,1521.2,72.7,0,0
1762028907.045629892Z,receiver,16.00,1.28,2.55,6.02,6.1,1521.4,71.1,0,0
1762028907.045717854Z,sender,16.00,1.28,NaN,NaN,6.1,1521.4,71.1,0,0
1762028907.296001409Z,receiver,16.00,1.35,2.55,6.02,7.0,1521.4,71.6,0,0
1762028907.296098687Z,sender,16.00,1.35,NaN,NaN,7.0,1521.4,71.6,0,0
1762028907.546371464Z,receiver,16.00,1.40,2.55,6.02,5.1,1521.4,71.6,0,0
1762028907.546444076Z,sender,16.00,1.40,NaN,NaN,5.1,1521.4,71.6,0,0
1762028907.796740408Z,receiver,12.00,0.74,2.55,6.02,4.0,1521.4,71.1,0,0
1762028907.796806519Z,sender,12.00,0.74,NaN,NaN,4.0,1521.4,71.1,0,0
1762028908.047122519Z,receiver,16.00,1.35,2.55,6.02,7.0,1520.7,71.1,0,0
1762028908.047190852Z,sender,16.00,1.35,NaN,NaN,7.0,1520.7,71.1,0,0
1762028908.297538982Z,receiver,16.00,1.34,2.55,6.02,7.0,1519.3,71.1,0,0
1762028908.297592686Z,sender,16.00,1.34,NaN,NaN,7.0,1519.3,71.1,0,0
1762028908.547940019Z,receiver,16.00,1.19,2.55,6.02,6.1,1520.4,70.5,0,0
1762028908.547972889Z,sender,16.00,1.19,NaN,NaN,6.1,1520.4,70.5,0,0
1762028908.798461871Z,receiver,12.00,0.94,2.55,6.02,4.0,1521.4,71.1,0,0
1762028908.798487408Z,sender,12.00,0.94,NaN,NaN,4.0,1521.4,71.1,0,0
1762028909.048924149Z,sender,16.00,1.43,NaN,NaN,5.1,1521.2,71.6,0,0
1762028909.048982649Z,receiver,16.00,1.43,2.55,6.02,5.1,1521.2,71.6,0,0
1762028909.299298112Z,sender,16.00,1.13,NaN,NaN,8.0,1521.4,71.6,0,0
1762028909.299308760Z,receiver,16.00,1.13,2.55,6.02,8.0,1521.4,71.6,0,0
1762028909.549674242Z,receiver,16.00,1.14,2.55,6.02,6.9,1521.6,70.5,0,0
1762028909.549702909Z,sender,16.00,1.14,NaN,NaN,6.9,1521.6,70.5,0,0
1762028909.800069891Z,receiver,12.00,0.98,2.55,6.02,4.1,1521.6,71.1,0,0
1762028909.800450298Z,sender,12.00,0.98,NaN,NaN,4.1,1521.6,71.1,0,0
1762028910.050455466Z,receiver,16.00,1.44,2.55,6.02,7.9,1521.9,71.1,0,0
1762028910.050801262Z,sender,16.00,1.44,NaN,NaN,7.9,1521.9,71.1,0,0
1762028910.300813115Z,receiver,16.00,1.12,2.55,6.02,7.8,1522.0,71.6,0,0
1762028910.301144096Z,sender,16.00,1.12,NaN,NaN,7.8,1522.0,71.6,0,0
1762028910.551183727Z,receiver,16.00,1.45,2.55,6.02,6.1,1522.0,71.1,0,0
1762028910.551514060Z,sender,16.00,1.45,NaN,NaN,6.1,1522.0,71.1,0,0
1762028910.801610562Z,receiver,12.00,0.99,2.55,6.02,5.1,1522.2,71.6,0,0
1762028910.802018895Z,sender,12.00,0.99,NaN,NaN,5.1,1522.2,71.6,0,0
1762028911.051992081Z,receiver,16.00,1.20,2.55,6.02,5.1,1522.0,71.1,0,0
1762028911.052331452Z,sender,16.00,1.20,NaN,NaN,5.1,1522.0,71.1,0,0
1762028911.302343546Z,receiver,16.00,1.21,2.55,6.02,7.0,1520.8,71.1,0,0
1762028911.302639972Z,sender,16.00,1.21,NaN,NaN,7.0,1520.8,71.1,0,0
1762028911.552708085Z,receiver,16.00,1.47,2.55,6.02,7.0,1521.0,71.1,0,0
1762028911.552952566Z,sender,16.00,1.47,NaN,NaN,7.0,1521.0,71.1,0,0
1762028911.803110975Z,receiver,12.00,0.76,2.55,6.02,6.9,1521.2,71.6,0,0
1762028911.803452068Z,sender,16.00,1.17,NaN,NaN,6.9,1521.2,71.1,0,0
1762028912.053481588Z,receiver,16.00,1.39,2.55,6.02,4.1,1521.2,71.6,0,0
1762028912.053725236Z,sender,12.00,0.98,NaN,NaN,4.1,1521.2,71.6,0,0
1762028912.303842609Z,receiver,16.00,1.16,2.55,6.02,6.1,1524.5,69.9,0,0
1762028912.304010220Z,sender,16.00,1.16,NaN,NaN,6.1,1524.5,69.9,0,0
1762028912.554197778Z,receiver,16.00,1.22,2.55,6.02,6.1,1524.8,71.1,0,0
1762028912.554351926Z,sender,16.00,1.22,NaN,NaN,6.1,1524.8,71.1,0,0
1762028912.805208465Z,sender,16.00,1.29,NaN,NaN,4.1,1524.8,71.1,0,0
1762028912.805436817Z,receiver,16.00,1.29,2.55,6.02,4.1,1524.8,71.1,0,0
1762028913.055582727Z,sender,12.00,1.04,NaN,NaN,6.9,1524.8,71.6,0,0
1762028913.055788504Z,receiver,12.00,1.04,2.55,6.02,6.9,1524.5,71.6,0,0
1762028913.305944063Z,sender,16.00,1.19,NaN,NaN,7.0,1524.5,71.6,0,0
1762028913.306121618Z,receiver,16.00,1.19,2.55,6.02,7.0,1524.5,71.6,0,0
1762028913.556441751Z,sender,16.00,1.31,NaN,NaN,6.1,1524.5,71.6,0,0
1762028913.556510547Z,receiver,16.00,1.31,2.55,6.02,6.1,1524.5,71.6,0,0
1762028913.807033939Z,sender,16.00,1.28,NaN,NaN,3.1,1525.0,71.6,0,0
1762028913.807050642Z,receiver,16.00,1.28,2.55,6.02,3.1,1525.0,71.6,0,0
1762028914.057443719Z,sender,12.00,1.80,NaN,NaN,6.9,1524.0,71.1,0,0
1762028914.057493960Z,receiver,12.00,1.80,2.55,6.02,6.9,1524.0,71.1,0,0
1762028914.307833297Z,sender,16.00,0.45,NaN,NaN,7.8,1523.1,71.1,0,0
1762028914.307867074Z,receiver,16.00,0.45,2.55,6.02,7.8,1523.1,71.1,0,0
1762028914.558226133Z,sender,16.00,1.41,NaN,NaN,7.1,1523.5,71.6,0,0
1762028914.558256559Z,receiver,16.00,1.41,2.55,6.02,7.1,1523.5,71.6,0,0
1762028914.808777340Z,sender,16.00,1.52,NaN,NaN,7.9,1524.2,71.1,0,0
1762028914.808797100Z,receiver,16.00,1.52,2.55,6.02,7.9,1524.2,71.1,0,0
1762028915.059186955Z,sender,12.00,1.15,NaN,NaN,6.9,1524.5,71.6,0,0
1762028915.059234529Z,receiver,12.00,1.15,2.55,6.02,6.9,1524.5,71.6,0,0
1762028915.309604570Z,sender,16.00,1.18,NaN,NaN,7.9,1522.8,71.1,0,0
1762028915.309620459Z,receiver,16.00,1.18,2.55,6.02,7.9,1522.8,71.1,0,0
1762028915.560055740Z,sender,16.00,1.19,NaN,NaN,6.1,1523.3,71.6,0,0
1762028915.560068648Z,receiver,16.00,1.19,2.55,6.02,6.1,1523.3,71.6,0,0
1762028915.810500022Z,sender,16.00,1.43,NaN,NaN,7.0,1523.3,71.6,0,0
1762028915.810510189Z,receiver,16.00,1.43,2.55,6.02,7.0,1523.3,71.6,0,0
1762028916.060946304Z,sender,12.00,0.90,NaN,NaN,5.1,1523.3,71.1,0,0
1762028916.060963526Z,receiver,12.00,0.90,2.55,6.02,5.1,1523.3,71.1,0,0
1762028916.311367104Z,receiver,16.00,1.28,2.55,6.02,7.0,1523.3,71.6,0,0
1762028916.311371771Z,sender,16.00,1.28,NaN,NaN,7.0,1523.3,71.6,0,0
1762028916.561769294Z,sender,16.00,1.27,NaN,NaN,6.1,1524.0,69.4,0,0
1762028916.561783053Z,receiver,16.00,1.27,2.55,6.02,6.1,1524.0,69.4,0,0
1762028916.812149780Z,sender,16.00,1.32,NaN,NaN,8.8,1524.2,71.6,0,0
1762028916.812653613Z,receiver,16.00,1.32,2.55,6.02,8.8,1524.2,71.6,0,0
1762028917.062495155Z,sender,12.00,0.76,NaN,NaN,3.1,1525.2,71.6,0,0
1762028917.062987747Z,receiver,12.00,0.76,2.55,6.02,3.1,1525.2,71.6,0,0
1762028917.312844863Z,sender,16.00,1.29,NaN,NaN,8.0,1524.9,71.1,0,0
1762028917.313300123Z,receiver,16.00,1.29,2.55,6.02,8.0,1524.9,71.1,0,0
1762028917.563383479Z,sender,16.00,1.27,NaN,NaN,6.9,1524.9,70.5,0,0
1762028917.563636979Z,receiver,16.00,1.27,2.55,6.02,6.9,1524.9,70.5,0,0
1762028917.813724540Z,sender,16.00,1.32,NaN,NaN,6.0,1524.9,71.1,0,0
1762028917.813933244Z,receiver,16.00,1.32,2.55,6.02,6.0,1524.9,71.1,0,0
1762028918.064244193Z,sender,12.00,0.97,NaN,NaN,4.0,1524.9,71.1,0,0
1762028918.064440508Z,receiver,12.00,0.97,2.55,6.02,4.0,1524.9,71.1,0,0
1762028918.314633662Z,sender,16.00,1.35,NaN,NaN,4.1,1524.9,70.5,0,0
1762028918.314779588Z,receiver,16.00,1.35,2.55,6.02,4.1,1524.9,70.5,0,0
1762028918.565069889Z,sender,16.00,1.10,NaN,NaN,5.1,1524.9,69.9,0,0
1762028918.565154241Z,receiver,16.00,1.10,2.55,6.02,5.1,1524.9,69.9,0,0
1762028918.815461487Z,sender,16.00,1.39,NaN,NaN,7.0,1524.9,71.6,0,0
1762028918.815544432Z,receiver,16.00,1.39,2.55,6.02,7.0,1524.9,71.6,0,0
1762028919.065947512Z,receiver,12.00,0.98,2.55,6.02,5.1,1524.7,71.6,0,0
1762028919.066661567Z,sender,12.00,0.98,NaN,NaN,5.1,1524.7,71.6,0,0
1762028919.316325555Z,receiver,16.00,1.18,2.55,6.02,5.1,1523.7,71.1,0,0
1762028919.317026610Z,sender,16.00,1.18,NaN,NaN,5.1,1523.7,71.1,0,0
1762028919.566705912Z,receiver,16.00,1.36,2.55,6.02,7.0,1523.7,69.9,0,0
1762028919.567405616Z,sender,16.00,1.36,NaN,NaN,7.0,1523.7,69.9,0,0
1762028919.817185196Z,receiver,16.00,1.34,2.55,6.02,7.9,1524.0,71.1,0,0
1762028919.817790789Z,sender,16.00,1.34,NaN,NaN,7.9,1524.0,71.1,0,0
1762028920.067686443Z,receiver,12.00,0.76,2.55,6.02,4.1,1524.4,71.1,0,0
1762028920.068189739Z,sender,12.00,0.76,NaN,NaN,5.0,1522.0,71.1,0,0
1762028920.318061746Z,receiver,16.00,1.44,2.55,6.02,6.0,1522.4,70.5,0,0
1762028920.318483190Z,sender,16.00,1.44,NaN,NaN,5.1,1522.4,70.5,0,0
1762028920.568435178Z,receiver,16.00,1.20,2.55,6.02,8.8,1523.4,71.1,0,0
1762028920.568782419Z,sender,16.00,1.20,NaN,NaN,8.7,1523.4,71.1,0,0
1762028920.818801870Z,receiver,16.00,1.37,2.55,6.02,8.8,1523.6,71.6,0,0
1762028920.819068907Z,sender,16.00,1.37,NaN,NaN,8.9,1523.6,71.6,0,0
1762028921.069258618Z,receiver,16.00,1.13,2.55,6.02,5.1,1523.3,71.6,0,0
1762028921.069542636Z,sender,16.00,1.13,NaN,NaN,5.1,1523.3,71.6,0,0
1762028921.319752810Z,receiver,12.00,1.02,2.55,6.02,5.1,1523.3,71.6,0,0
1762028921.319838847Z,sender,12.00,1.02,NaN,NaN,5.1,1523.3,71.6,0,0
1762028921.570162965Z,sender,16.00,1.16,NaN,NaN,6.1,1523.3,71.1,0,0
1762028921.570284687Z,receiver,16.00,1.16,2.55,6.02,6.1,1523.3,71.1,0,0
1762028921.820531343Z,sender,16.00,1.38,NaN,NaN,6.0,1523.3,71.6,0,0
1762028921.820690417Z,receiver,16.00,1.38,2.55,6.02,6.0,1523.3,71.6,0,0
