ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1761978832.343110868Z,sender,12.00,1.02,NaN,NaN,4.1,639.6,65.6,0,0
1761978832.583009258Z,receiver,16.00,1.31,13.40,13.63,7.1,639.1,65.6,0,0
1761978832.593413292Z,sender,16.00,1.31,NaN,NaN,7.1,639.1,65.0,0,0
1761978832.833445515Z,receiver,16.00,1.22,13.40,13.63,6.9,639.1,65.6,0,0
1761978832.843676512Z,sender,16.00,1.22,NaN,NaN,6.9,639.1,65.0,0,0
1761978833.084486960Z,receiver,12.00,1.01,13.40,13.65,6.0,639.1,65.6,0,0
1761978833.094068454Z,sender,16.00,1.27,NaN,NaN,7.9,639.1,64.4,0,0
1761978833.335125274Z,receiver,16.00,1.21,13.40,13.65,7.1,639.3,65.6,0,0
1761978833.344509971Z,sender,12.00,0.96,NaN,NaN,7.1,639.7,66.1,0,0
1761978833.585581180Z,receiver,16.00,1.24,13.40,13.65,15.8,642.1,65.6,0,0
1761978833.594822451Z,sender,16.00,1.24,NaN,NaN,13.9,642.1,65.0,0,0
1761978833.836018845Z,receiver,16.00,1.33,13.40,13.65,6.1,642.1,65.0,0,0
1761978833.845114782Z,sender,16.00,1.33,NaN,NaN,6.1,642.1,65.6,0,0
1761978834.087828737Z,receiver,16.00,1.29,13.40,13.65,11.1,643.1,65.6,0,0
1761978834.095428280Z,sender,16.00,1.29,NaN,NaN,11.1,643.0,65.6,0,0
1761978834.338282105Z,receiver,12.00,0.96,13.40,13.65,10.9,639.2,65.6,0,0
1761978834.345720333Z,sender,12.00,0.96,NaN,NaN,10.9,639.2,65.0,0,0
1761978834.588723085Z,receiver,16.00,1.34,13.40,13.65,6.1,639.2,65.6,0,0
1761978834.596012498Z,sender,16.00,1.34,NaN,NaN,6.1,639.2,65.6,0,0
1761978834.839102898Z,receiver,16.00,1.27,13.41,13.65,6.1,639.2,65.6,0,0
1761978834.846301718Z,sender,16.00,1.27,NaN,NaN,6.1,639.2,66.7,0,0
1761978835.089541119Z,receiver,16.00,1.25,13.41,13.72,7.9,639.2,65.6,0,0
1761978835.096616753Z,sender,16.00,1.25,NaN,NaN,7.9,639.2,65.6,0,0
1761978835.339948765Z,receiver,12.00,0.95,13.41,13.72,6.0,638.1,65.6,0,0
1761978835.346912955Z,sender,12.00,0.95,NaN,NaN,6.0,638.1,66.1,0,0
1761978835.590324967Z,receiver,16.00,1.29,13.41,13.72,6.1,638.0,65.0,0,0
1761978835.597233545Z,sender,16.00,1.29,NaN,NaN,6.1,638.0,65.6,0,0
1761978835.840694799Z,receiver,16.00,1.26,13.41,13.72,7.8,638.0,65.6,0,0
1761978835.847538395Z,sender,16.00,1.26,NaN,NaN,7.8,638.0,65.0,0,0
1761978836.091337409Z,receiver,16.00,1.24,13.41,13.72,7.0,638.5,66.1,0,0
1761978836.097820726Z,sender,16.00,1.24,NaN,NaN,7.1,638.5,64.4,0,0
1761978836.341771833Z,receiver,12.00,0.91,13.41,13.72,5.1,637.6,65.6,0,0
1761978836.348208725Z,sender,12.00,0.91,NaN,NaN,5.0,637.6,65.0,0,0
1761978836.592143480Z,receiver,16.00,1.28,13.41,13.72,5.1,638.5,65.6,0,0
1761978836.598512037Z,sender,16.00,1.28,NaN,NaN,5.1,638.5,65.6,0,0
1761978836.842509811Z,receiver,16.00,1.32,13.41,13.72,9.8,638.1,65.6,0,0
1761978836.848793887Z,sender,16.00,1.32,NaN,NaN,9.8,638.1,65.0,0,0
1761978837.093137181Z,receiver,16.00,1.44,13.41,13.74,5.1,638.3,66.1,0,0
1761978837.099078404Z,sender,16.00,1.44,NaN,NaN,5.1,638.3,66.7,0,0
1761978837.343548124Z,receiver,12.00,0.87,13.41,13.74,4.1,636.8,65.6,0,0
1761978837.350231479Z,sender,12.00,0.87,NaN,NaN,5.1,636.6,65.6,0,0
1761978837.593982141Z,receiver,16.00,1.26,13.41,13.74,7.0,636.6,65.6,0,0
1761978837.600543717Z,sender,16.00,1.26,NaN,NaN,6.0,636.6,65.6,0,0
1761978837.844411806Z,receiver,16.00,1.27,13.41,13.74,6.1,636.8,65.6,0,0
1761978837.850880030Z,sender,16.00,1.27,NaN,NaN,6.1,636.8,66.1,0,0
1761978838.094778211Z,receiver,16.00,1.30,13.41,13.74,6.1,636.8,66.1,0,0
1761978838.101169917Z,sender,16.00,1.30,NaN,NaN,6.1,636.8,66.7,0,0
1761978838.345135562Z,receiver,12.00,0.92,13.41,13.74,5.0,636.4,65.6,0,0
1761978838.351906787Z,sender,16.00,1.23,NaN,NaN,5.1,636.4,66.7,0,0
1761978838.595552245Z,receiver,16.00,1.23,13.41,13.74,5.1,636.7,65.6,0,0
1761978838.602210137Z,sender,12.00,0.93,NaN,NaN,5.1,636.7,65.6,0,0
1761978838.845904410Z,receiver,16.00,1.32,13.41,13.74,5.1,636.4,65.6,0,0
1761978838.852510987Z,sender,16.00,1.32,NaN,NaN,5.1,636.4,65.6,0,0
1761978839.096287409Z,receiver,16.00,1.39,13.41,13.77,8.8,636.7,65.6,0,0
1761978839.102799763Z,sender,16.00,1.39,NaN,NaN,8.8,636.7,64.4,0,0
1761978839.346698981Z,receiver,12.00,0.85,13.41,13.77,3.1,635.2,65.6,0,0
1761978839.354720618Z,sender,16.00,1.16,NaN,NaN,5.1,635.2,66.1,0,0
1761978839.597130257Z,receiver,16.00,1.19,13.41,13.77,8.9,635.6,65.6,0,0
1761978839.605028765Z,sender,12.00,0.88,NaN,NaN,7.0,635.6,65.6,0,0
1761978839.847562867Z,receiver,16.00,1.35,13.41,13.77,6.1,635.6,65.6,0,0
1761978839.855311763Z,sender,16.00,1.35,NaN,NaN,6.0,635.6,66.1,0,0
1761978840.097920977Z,receiver,16.00,1.35,13.41,13.77,8.8,635.4,65.0,0,0
1761978840.105592094Z,sender,16.00,1.35,NaN,NaN,8.9,635.4,65.0,0,0
1761978840.348583513Z,receiver,12.00,1.01,13.41,13.77,4.1,634.6,65.6,0,0
1761978840.356131667Z,sender,16.00,1.34,NaN,NaN,4.1,634.6,65.0,0,0
1761978840.598959771Z,receiver,16.00,1.36,13.41,13.77,6.1,634.6,66.7,0,0
1761978840.606476962Z,sender,12.00,1.04,NaN,NaN,6.0,634.6,66.1,0,0
1761978840.849369232Z,receiver,16.00,1.30,13.41,13.77,6.1,634.9,66.1,0,0
1761978840.856789664Z,sender,16.00,1.30,NaN,NaN,6.1,634.9,65.6,0,0
1761978841.099747101Z,receiver,16.00,1.19,13.41,13.78,9.8,635.3,66.1,0,0
1761978841.107086217Z,sender,16.00,1.19,NaN,NaN,9.8,635.3,64.4,0,0
1761978841.350532767Z,receiver,12.00,0.92,13.41,13.78,4.1,634.8,65.6,0,0
1761978841.357562086Z,sender,16.00,1.20,NaN,NaN,5.1,634.8,66.1,0,0
1761978841.600905710Z,receiver,16.00,1.20,13.42,13.78,6.9,634.6,65.6,0,0
1761978841.607928881Z,sender,12.00,0.93,NaN,NaN,5.9,634.6,65.6,0,0
1761978841.851294375Z,receiver,16.00,1.22,13.42,13.78,5.1,635.1,65.6,0,0
1761978841.858220935Z,sender,16.00,1.22,NaN,NaN,5.1,635.1,65.6,0,0
1761978842.101752207Z,receiver,16.00,1.49,13.42,13.78,15.8,640.2,66.1,0,0
1761978842.108518414Z,sender,16.00,1.49,NaN,NaN,15.8,640.2,65.0,0,0
1761978842.353219987Z,receiver,16.00,1.35,13.42,13.78,7.0,638.6,66.1,0,0
1761978842.358968450Z,sender,16.00,1.35,NaN,NaN,7.1,638.6,66.1,0,0
1761978842.603609560Z,receiver,12.00,0.92,13.42,13.78,4.0,638.6,66.1,0,0
1761978842.609308375Z,sender,12.00,0.92,NaN,NaN,5.9,638.6,65.6,0,0
1761978842.853977262Z,receiver,16.00,1.32,13.42,13.78,8.0,638.6,65.6,0,0
1761978842.859613669Z,sender,16.00,1.32,NaN,NaN,6.1,638.6,66.1,0,0
1761978843.104340964Z,receiver,16.00,1.14,13.42,13.84,6.1,638.4,65.6,0,0
1761978843.109905223Z,sender,16.00,1.14,NaN,NaN,6.1,638.4,64.4,0,0
1761978843.355181501Z,receiver,16.00,1.18,13.42,13.84,5.1,637.4,66.1,0,0
1761978843.360205740Z,sender,16.00,1.18,NaN,NaN,5.1,637.4,66.1,0,0
1761978843.605623666Z,receiver,12.00,0.99,13.42,13.84,6.0,637.4,65.6,0,0
1761978843.610509793Z,sender,12.00,0.99,NaN,NaN,6.0,637.4,65.0,0,0
1761978843.856044572Z,receiver,16.00,1.27,13.42,13.84,7.8,637.4,65.6,0,0
1761978843.860801643Z,sender,16.00,1.27,NaN,NaN,7.9,637.4,65.6,0,0
1761978844.106473479Z,receiver,16.00,1.52,13.42,13.84,8.0,637.4,66.1,0,0
1761978844.111096142Z,sender,16.00,1.52,NaN,NaN,8.0,637.4,65.6,0,0
1761978844.357045904Z,receiver,16.00,1.23,13.42,13.84,6.1,634.5,65.6,0,0
1761978844.361388121Z,sender,16.00,1.23,NaN,NaN,6.1,634.5,65.0,0,0
1761978844.607493514Z,receiver,12.00,0.94,13.42,13.84,4.0,634.3,66.1,0,0
1761978844.611679286Z,sender,12.00,0.94,NaN,NaN,4.0,634.3,65.6,0,0
1761978844.857892716Z,receiver,16.00,1.27,13.42,13.84,8.8,634.3,66.7,0,0
1761978844.861986655Z,sender,16.00,1.27,NaN,NaN,8.8,634.3,66.7,0,0
1761978845.108274863Z,receiver,16.00,1.38,13.42,13.87,5.1,634.3,65.6,0,0
1761978845.112288061Z,sender,16.00,1.38,NaN,NaN,5.1,634.3,65.0,0,0
1761978845.358645565Z,receiver,16.00,1.07,13.42,13.87,7.9,634.4,66.1,0,0
1761978845.362581392Z,sender,16.00,1.07,NaN,NaN,7.9,634.4,66.7,0,0
1761978845.609033341Z,receiver,12.00,0.90,13.42,13.87,2.1,634.4,64.4,0,0
1761978845.613065725Z,sender,12.00,0.90,NaN,NaN,2.1,634.4,65.6,0,0
1761978845.859430062Z,receiver,16.00,1.19,13.42,13.87,7.0,634.6,66.7,0,0
1761978845.865057858Z,sender,16.00,1.19,NaN,NaN,6.9,634.6,65.0,0,0
1761978846.109819968Z,receiver,16.00,1.26,13.42,13.87,5.1,634.3,66.1,0,0
1761978846.115356505Z,sender,16.00,1.26,NaN,NaN,5.1,634.5,65.6,0,0
1761978846.360194596Z,receiver,16.00,1.41,13.42,13.87,9.8,633.0,65.6,0,0
1761978846.365658262Z,sender,16.00,1.41,NaN,NaN,9.7,633.0,66.1,0,0
1761978846.610634966Z,receiver,12.00,0.96,13.42,13.87,6.0,633.9,66.1,0,0
1761978846.616018335Z,sender,12.00,0.96,NaN,NaN,7.9,633.9,66.1,0,0
1761978846.860995483Z,receiver,16.00,1.20,13.42,13.87,6.9,633.9,65.6,0,0
1761978846.866313185Z,sender,16.00,1.20,NaN,NaN,5.1,633.9,66.1,0,0
1761978847.111380704Z,receiver,16.00,1.37,13.42,13.89,7.9,633.8,65.0,0,0
1761978847.116594887Z,sender,16.00,1.37,NaN,NaN,7.9,633.8,65.6,0,0
1761978847.361753999Z,receiver,16.00,1.22,13.42,13.89,7.9,633.3,66.1,0,0
1761978847.366875811Z,sender,16.00,1.22,NaN,NaN,7.9,633.3,66.7,0,0
1761978847.612143775Z,receiver,12.00,0.91,13.42,13.89,5.9,633.8,65.0,0,0
1761978847.617315866Z,sender,16.00,1.20,NaN,NaN,6.9,633.8,65.6,0,0
1761978847.862517403Z,receiver,16.00,1.21,13.42,13.89,6.1,633.8,66.1,0,0
1761978847.867636327Z,sender,12.00,0.91,NaN,NaN,5.1,633.8,66.1,0,0
1761978848.112890661Z,receiver,16.00,1.21,13.42,13.89,6.1,633.4,66.7,0,0
1761978848.117919733Z,sender,16.00,1.21,NaN,NaN,6.1,633.4,66.7,0,0
1761978848.363257604Z,receiver,16.00,1.38,13.42,13.89,7.9,633.1,66.1,0,0
1761978848.368187861Z,sender,16.00,1.38,NaN,NaN,7.9,633.1,64.4,0,0
1761978848.613880474Z,receiver,12.00,0.98,13.42,13.89,4.0,633.1,65.0,0,0
1761978848.619677086Z,sender,16.00,1.31,NaN,NaN,4.1,633.1,65.6,0,0
1761978848.864294806Z,receiver,16.00,1.34,13.43,13.89,4.1,633.1,64.4,0,0
1761978848.869991954Z,sender,12.00,1.01,NaN,NaN,4.1,633.1,66.1,0,0
1761978849.114665212Z,receiver,16.00,1.47,13.43,13.89,9.9,633.3,65.0,0,0
1761978849.120339934Z,sender,16.00,1.47,NaN,NaN,9.8,632.2,66.1,0,0
1761978849.365034081Z,receiver,16.00,1.19,13.43,13.89,5.1,632.2,66.1,0,0
1761978849.370681211Z,sender,16.00,1.19,NaN,NaN,5.1,632.2,66.1,0,0
1761978849.617045900Z,receiver,12.00,0.99,13.43,13.89,9.1,635.6,66.1,0,0
1761978849.621668841Z,sender,16.00,1.45,NaN,NaN,11.2,635.6,66.7,0,0
1761978849.867427010Z,receiver,16.00,1.50,13.43,13.89,12.7,639.7,65.6,0,0
1761978849.871977692Z,sender,12.00,1.04,NaN,NaN,11.7,639.7,66.7,0,0
1761978850.117869546Z,receiver,16.00,1.23,13.43,13.89,6.1,639.7,66.1,0,0
1761978850.122259171Z,sender,16.00,1.23,NaN,NaN,5.1,639.7,66.1,0,0
1761978850.368306415Z,receiver,16.00,1.51,13.43,13.89,8.8,638.3,65.6,0,0
1761978850.372559781Z,sender,16.00,1.51,NaN,NaN,8.9,638.3,66.1,0,0
1761978850.618753877Z,receiver,16.00,1.03,13.43,13.89,6.1,638.6,66.1,0,0
1761978850.623200133Z,sender,16.00,1.03,NaN,NaN,6.1,638.6,66.7,0,0
1761978850.869132802Z,receiver,12.00,1.03,13.43,13.89,5.1,638.5,65.6,0,0
1761978850.873555761Z,sender,12.00,1.03,NaN,NaN,5.1,638.5,65.6,0,0
1761978851.119509023Z,receiver,16.00,1.23,13.43,13.93,5.1,637.8,64.4,0,0
1761978851.123845500Z,sender,16.00,1.23,NaN,NaN,6.1,637.8,66.1,0,0
1761978851.369879448Z,receiver,16.00,1.15,13.43,13.93,8.8,636.6,66.1,0,0
1761978851.374123332Z,sender,16.00,1.15,NaN,NaN,7.9,636.6,66.1,0,0
1761978851.620928134Z,receiver,16.00,1.27,13.43,13.93,7.0,636.8,65.0,0,0
1761978851.624558201Z,sender,16.00,1.27,NaN,NaN,7.0,636.8,65.0,0,0
1761978851.871340781Z,receiver,12.00,0.96,13.43,13.93,15.8,640.5,64.4,0,0
1761978851.874876163Z,sender,12.00,0.96,NaN,NaN,15.8,640.5,64.4,0,0
1761978852.121776484Z,receiver,16.00,1.31,13.43,13.93,7.1,640.4,65.6,0,0
1761978852.125255495Z,sender,16.00,1.31,NaN,NaN,8.1,640.4,66.7,0,0
1761978852.372132445Z,receiver,16.00,1.33,13.43,13.93,16.0,641.8,67.8,0,0
1761978852.375564660Z,sender,16.00,1.33,NaN,NaN,15.0,641.8,66.1,0,0
1761978852.622765686Z,receiver,16.00,1.48,13.43,13.93,7.1,641.8,67.2,0,0
1761978852.625852399Z,sender,16.00,1.48,NaN,NaN,7.0,641.8,66.7,0,0
1761978852.873229148Z,receiver,12.00,0.87,13.43,13.93,5.0,641.8,67.2,0,0
1761978852.876178028Z,sender,12.00,0.87,NaN,NaN,5.1,641.8,66.1,0,0
1761978853.123637276Z,receiver,16.00,1.22,13.43,13.93,7.0,641.8,65.6,0,0
1761978853.126485712Z,sender,16.00,1.22,NaN,NaN,7.9,641.3,65.6,0,0
1761978853.374007572Z,receiver,16.00,1.18,13.43,13.93,7.0,640.0,66.7,0,0
1761978853.376783969Z,sender,16.00,1.18,NaN,NaN,6.1,640.0,66.7,0,0
1761978853.624590330Z,receiver,16.00,1.41,13.43,13.93,7.1,640.2,66.7,0,0
1761978853.627080153Z,sender,16.00,1.41,NaN,NaN,7.1,640.2,66.7,0,0
1761978853.875038033Z,receiver,12.00,1.00,13.43,13.93,5.9,639.7,66.1,0,0
1761978853.877388615Z,sender,12.00,1.00,NaN,NaN,5.9,639.7,66.7,0,0
1761978854.125400865Z,receiver,16.00,1.23,13.43,13.93,6.1,639.8,66.1,0,0
1761978854.127688817Z,sender,16.00,1.23,NaN,NaN,6.1,639.8,66.1,0,0
1761978854.375805698Z,receiver,16.00,1.44,13.43,13.93,5.2,639.5,66.1,0,0
1761978854.377984686Z,sender,16.00,1.44,NaN,NaN,5.2,639.5,66.7,0,0
1761978854.626187196Z,receiver,16.00,1.20,13.43,13.93,7.0,639.5,66.7,0,0
1761978854.628281314Z,sender,16.00,1.20,NaN,NaN,7.0,639.5,66.7,0,0
1761978854.876593844Z,receiver,12.00,0.92,13.43,13.93,5.0,639.5,65.6,0,0
1761978854.878623554Z,sender,12.00,0.92,NaN,NaN,5.0,639.5,65.6,0,0
1761978855.126970435Z,receiver,16.00,1.32,13.43,13.93,7.9,637.0,66.1,0,0
1761978855.128953793Z,sender,16.00,1.32,NaN,NaN,7.9,637.0,66.1,0,0
1761978855.377342730Z,receiver,16.00,1.14,13.43,13.93,6.1,635.2,66.7,0,0
1761978855.379245385Z,sender,16.00,1.14,NaN,NaN,6.1,635.2,66.1,0,0
1761978855.627718322Z,receiver,16.00,1.34,13.43,13.93,6.1,634.7,66.7,0,0
1761978855.629544439Z,sender,16.00,1.34,NaN,NaN,6.1,634.7,66.7,0,0
1761978855.878380007Z,receiver,12.00,0.99,13.43,13.93,5.0,635.2,66.1,0,0
1761978855.879886771Z,sender,12.00,0.99,NaN,NaN,6.9,635.2,65.6,0,0
1761978856.128761561Z,receiver,16.00,1.25,13.43,13.93,7.9,635.9,65.6,0,0
1761978856.130197418Z,sender,16.00,1.25,NaN,NaN,6.0,635.9,65.6,0,0
1761978856.379131560Z,receiver,16.00,1.25,13.43,13.93,6.1,635.6,67.2,0,0
1761978856.380493546Z,sender,16.00,1.25,NaN,NaN,6.1,635.6,67.2,0,0
1761978856.629505707Z,receiver,16.00,1.20,13.43,13.93,8.7,635.6,67.2,0,0
1761978856.630792730Z,sender,16.00,1.20,NaN,NaN,8.8,635.6,67.2,0,0
1761978856.879902595Z,receiver,12.00,0.92,13.43,13.93,6.0,635.8,66.7,0,0
1761978856.881279248Z,sender,12.00,0.92,NaN,NaN,6.0,635.8,66.7,0,0
1761978857.130268409Z,receiver,16.00,1.36,13.43,13.93,5.1,635.3,65.0,0,0
1761978857.131662395Z,sender,16.00,1.36,NaN,NaN,5.1,635.3,65.6,0,0
1761978857.380639482Z,receiver,16.00,1.13,13.43,13.93,8.8,634.5,66.7,0,0
1761978857.381962949Z,sender,16.00,1.13,NaN,NaN,8.8,634.5,66.1,0,0
1761978857.631012592Z,receiver,16.00,1.21,13.43,13.93,6.1,634.5,66.7,0,0
1761978857.632310745Z,sender,16.00,1.21,NaN,NaN,6.1,634.5,66.7,0,0
1761978857.881421054Z,receiver,12.00,0.90,13.43,13.93,6.0,634.5,66.1,0,0
1761978857.883995581Z,sender,16.00,1.19,NaN,NaN,6.0,634.5,66.1,0,0
1761978858.131794368Z,receiver,16.00,1.19,13.44,13.93,6.9,632.9,66.1,0,0
1761978858.134481636Z,sender,12.00,0.89,NaN,NaN,6.9,632.9,66.1,0,0
1761978858.382164256Z,receiver,16.00,1.26,13.44,13.93,5.1,631.7,66.7,0,0
1761978858.384937006Z,sender,16.00,1.26,NaN,NaN,5.1,631.7,66.7,0,0
1761978858.632530551Z,receiver,16.00,1.64,13.44,13.93,8.8,632.9,66.7,0,0
1761978858.635247949Z,sender,16.00,1.64,NaN,NaN,8.8,632.9,66.1,0,0
1761978858.883006532Z,receiver,16.00,1.36,13.44,13.93,7.9,633.4,66.1,0,0
1761978858.885818653Z,sender,16.00,1.36,NaN,NaN,8.8,633.4,65.6,0,0
1761978859.133391865Z,receiver,12.00,1.06,13.44,13.94,5.9,633.0,66.7,0,0
1761978859.136275763Z,sender,12.00,1.06,NaN,NaN,5.0,633.0,64.4,0,0
1761978859.383758456Z,receiver,16.00,1.16,13.44,13.94,5.1,633.0,66.7,0,0
1761978859.386606910Z,sender,16.00,1.16,NaN,NaN,5.1,633.0,66.1,0,0
1761978859.634128918Z,receiver,16.00,1.15,13.44,13.94,8.8,633.0,66.1,0,0
1761978859.636991428Z,sender,16.00,1.15,NaN,NaN,8.8,633.0,66.1,0,0
1761978859.884517121Z,receiver,16.00,1.37,13.44,13.94,7.0,634.4,67.2,0,0
1761978859.887447834Z,sender,16.00,1.37,NaN,NaN,7.0,634.4,67.2,0,0
1761978860.134911528Z,receiver,12.00,0.92,13.44,13.94,5.0,634.3,65.6,0,0
1761978860.137878111Z,sender,12.00,0.92,NaN,NaN,5.0,634.3,65.6,0,0
1761978860.385289416Z,receiver,16.00,1.22,13.44,13.94,6.1,633.2,64.4,0,0
1761978860.388261277Z,sender,16.00,1.22,NaN,NaN,6.1,633.2,66.1,0,0
1761978860.635670081Z,receiver,16.00,1.26,13.44,13.94,6.1,634.1,66.7,0,0
1761978860.638571128Z,sender,16.00,1.26,NaN,NaN,7.0,634.1,66.1,0,0
1761978860.886233563Z,receiver,16.00,1.26,13.44,13.94,6.0,634.1,66.1,0,0
1761978860.888940275Z,sender,16.00,1.26,NaN,NaN,5.1,634.1,66.1,0,0
1761978861.136671710Z,receiver,12.00,1.05,13.44,13.94,5.0,633.2,64.4,0,0
1761978861.139258941Z,sender,12.00,1.05,NaN,NaN,5.0,633.2,64.4,0,0
1761978861.387053265Z,receiver,16.00,1.18,13.44,13.94,7.0,632.3,66.7,0,0
1761978861.389641088Z,sender,16.00,1.18,NaN,NaN,7.0,632.3,66.7,0,0
1761978861.637423468Z,receiver,16.00,1.29,13.44,13.94,7.0,632.5,66.7,0,0
1761978861.639953735Z,sender,16.00,1.29,NaN,NaN,7.0,632.5,66.7,0,0
1761978861.887951134Z,receiver,16.00,1.34,13.44,13.94,5.1,633.2,66.7,0,0
1761978861.890341308Z,sender,16.00,1.34,NaN,NaN,5.1,633.2,66.1,0,0
1761978862.138382948Z,receiver,12.00,0.96,13.44,13.94,4.0,632.5,65.6,0,0
1761978862.140658530Z,sender,12.00,0.96,NaN,NaN,4.0,632.5,66.7,0,0
1761978862.388776595Z,receiver,16.00,1.26,13.44,13.94,6.1,631.2,65.6,0,0
1761978862.391056325Z,sender,16.00,1.26,NaN,NaN,6.1,631.2,66.7,0,0
1761978862.639156872Z,receiver,16.00,1.34,13.44,13.94,6.1,631.2,66.7,0,0
1761978862.641417972Z,sender,16.00,1.34,NaN,NaN,6.1,631.2,66.7,0,0
1761978862.889524298Z,receiver,16.00,1.33,13.44,13.94,6.1,632.4,66.1,0,0
1761978862.891698934Z,sender,16.00,1.33,NaN,NaN,6.1,632.4,66.1,0,0
1761978863.139903778Z,receiver,12.00,1.05,13.44,13.94,3.1,632.7,66.7,0,0
1761978863.142110767Z,sender,12.00,1.05,NaN,NaN,3.1,632.0,66.7,0,0
1761978863.390274037Z,receiver,16.00,1.29,13.44,13.94,6.1,632.0,66.7,0,0
1761978863.392425377Z,sender,16.00,1.29,NaN,NaN,6.1,632.0,66.7,0,0
1761978863.643852250Z,sender,16.00,1.31,NaN,NaN,7.1,601.2,66.1,0,0
1761978905.514256272Z,sender,8.00,0.36,NaN,NaN,10.2,638.5,63.9,0,0
1761978905.514253235Z,receiver,8.00,0.36,0.14,0.14,11.1,638.5,63.9,0,0
1761978905.764729421Z,receiver,12.00,1.50,0.14,0.54,7.0,647.8,63.3,0,0
1761978905.765686332Z,sender,12.00,1.50,NaN,NaN,7.0,647.8,63.3,0,0
1761978906.015034477Z,receiver,16.00,1.96,0.14,0.90,4.1,648.0,62.8,0,0
1761978906.015968554Z,sender,16.00,1.96,NaN,NaN,4.1,648.0,62.8,0,0
1761978906.265359978Z,receiver,16.00,1.28,0.14,0.90,6.9,648.0,63.9,0,0
1761978906.266246147Z,sender,16.00,1.28,NaN,NaN,7.0,648.0,63.3,0,0
1761978906.515668497Z,receiver,16.00,1.22,0.18,0.90,8.7,648.0,64.4,0,0
1761978906.516525648Z,sender,16.00,1.22,NaN,NaN,8.7,648.0,64.4,0,0
1761978906.766793203Z,receiver,12.00,0.88,0.20,0.90,5.0,648.0,63.9,0,0
1761978906.767001019Z,sender,12.00,0.88,NaN,NaN,5.0,648.0,63.9,0,0
1761978907.017089426Z,receiver,16.00,1.22,0.20,0.54,4.0,648.0,64.4,0,0
1761978907.017281408Z,sender,16.00,1.22,NaN,NaN,4.0,648.0,64.4,0,0
1761978907.267439501Z,receiver,16.00,1.34,0.20,0.54,5.1,648.5,63.9,0,0
1761978907.267571686Z,sender,16.00,1.34,NaN,NaN,5.1,648.5,63.9,0,0
1761978907.517857057Z,receiver,16.00,1.67,0.20,0.84,7.8,648.7,63.9,0,0
1761978907.517997983Z,sender,16.00,1.67,NaN,NaN,7.8,648.7,63.9,0,0
1761978907.768611318Z,receiver,12.00,0.68,0.20,0.84,6.0,648.7,63.3,0,0
1761978907.768800745Z,sender,12.00,0.68,NaN,NaN,6.0,648.7,63.3,0,0
1761978908.018984393Z,receiver,16.00,1.26,0.20,0.84,4.1,648.7,63.3,0,0
1761978908.019195856Z,sender,16.00,1.26,NaN,NaN,4.1,648.7,63.3,0,0
1761978908.269413764Z,receiver,16.00,1.29,0.23,0.54,7.0,644.9,63.3,0,0
1761978908.269582431Z,sender,16.00,1.29,NaN,NaN,7.0,644.9,63.3,0,0
1761978908.519729579Z,receiver,16.00,1.24,0.24,0.54,7.0,645.9,64.4,0,0
1761978908.519972691Z,sender,16.00,1.24,NaN,NaN,7.0,645.9,64.4,0,0
1761978908.771594529Z,sender,16.00,1.25,NaN,NaN,7.8,646.6,63.3,0,0
1761978908.771600288Z,receiver,16.00,1.25,0.26,0.54,7.8,646.6,63.3,0,0
1761978909.022024382Z,sender,12.00,0.93,NaN,NaN,5.0,646.8,63.3,0,0
1761978909.022040160Z,receiver,12.00,0.93,0.29,0.54,5.0,646.8,63.3,0,0
1761978909.272473661Z,sender,16.00,1.24,NaN,NaN,6.1,644.9,63.9,0,0
1761978909.272551679Z,receiver,16.00,1.24,0.32,0.54,6.1,644.9,63.9,0,0
1761978909.522915199Z,sender,16.00,1.62,NaN,NaN,5.1,645.1,63.9,0,0
1761978909.522916236Z,receiver,16.00,1.62,0.32,0.54,5.1,645.1,63.9,0,0
1761978909.773375940Z,sender,16.00,1.17,NaN,NaN,6.9,645.4,63.9,0,0
1761978909.773550645Z,receiver,16.00,1.17,0.32,0.54,6.9,645.4,63.9,0,0
1761978910.023982275Z,sender,12.00,1.00,NaN,NaN,5.1,645.6,63.3,0,0
1761978910.024058072Z,receiver,12.00,1.00,0.32,0.54,5.1,645.6,63.3,0,0
1761978910.274450535Z,sender,16.00,1.27,NaN,NaN,5.1,645.4,63.3,0,0
1761978910.274502165Z,receiver,16.00,1.27,0.34,0.54,5.1,645.4,63.3,0,0
1761978910.524829462Z,sender,16.00,1.23,NaN,NaN,6.1,645.1,64.4,0,0
1761978910.524845981Z,receiver,16.00,1.23,0.34,0.54,6.1,645.1,64.4,0,0
1761978910.775361871Z,sender,16.00,1.26,NaN,NaN,6.9,645.1,63.9,0,0
1761978910.775366834Z,receiver,16.00,1.26,0.34,0.54,6.9,645.1,63.9,0,0
1761978911.025783446Z,sender,12.00,0.97,NaN,NaN,4.1,645.4,63.3,0,0
1761978911.025919946Z,receiver,12.00,0.97,0.34,0.54,4.1,645.4,63.3,0,0
1761978911.276207150Z,sender,16.00,1.37,NaN,NaN,6.1,641.5,63.3,0,0
1761978911.276317354Z,receiver,16.00,1.37,0.35,0.54,6.0,641.5,63.3,0,0
1761978911.526643929Z,sender,16.00,1.49,NaN,NaN,7.0,642.2,63.9,0,0
