ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1761978795.015821517Z,receiver,4.00,0.27,13.15,13.15,11.1,632.2,62.8,0,0
1761978795.029466839Z,sender,8.00,0.36,NaN,NaN,11.9,633.8,63.3,0,0
1761978795.266104273Z,receiver,16.00,1.36,13.15,13.43,8.0,677.2,61.7,0,0
1761978795.279787558Z,sender,12.00,1.26,NaN,NaN,6.0,677.2,63.3,0,0
1761978795.516391991Z,receiver,16.00,2.09,13.20,13.89,7.0,681.6,62.8,0,0
1761978795.530086702Z,sender,16.00,2.09,NaN,NaN,7.1,681.6,63.3,0,0
1761978795.766677747Z,receiver,16.00,1.25,13.20,13.89,6.1,681.6,63.3,0,0
1761978795.780384977Z,sender,16.00,1.25,NaN,NaN,6.0,681.6,62.2,0,0
1761978796.016963651Z,receiver,12.00,0.91,13.20,13.89,3.0,681.9,61.7,0,0
1761978796.031030789Z,sender,16.00,1.22,NaN,NaN,5.1,681.9,63.3,0,0
1761978796.267246999Z,receiver,16.00,1.33,13.20,13.89,8.7,681.9,62.8,0,0
1761978796.281391564Z,sender,12.00,1.02,NaN,NaN,6.9,681.9,62.8,0,0
1761978796.517532070Z,receiver,16.00,1.29,13.20,13.51,6.9,682.1,63.3,0,0
1761978796.531693227Z,sender,16.00,1.29,NaN,NaN,6.9,682.1,63.3,0,0
1761978796.767817640Z,receiver,16.00,1.23,13.19,13.51,4.1,682.3,63.9,0,0
1761978796.781987927Z,sender,16.00,1.23,NaN,NaN,4.1,682.3,62.8,0,0
1761978797.018108341Z,receiver,12.00,1.63,13.19,13.89,5.9,682.7,63.3,0,0
1761978797.032387739Z,sender,16.00,1.65,NaN,NaN,7.8,682.7,62.8,0,0
1761978797.268392133Z,receiver,16.00,0.67,13.19,13.89,5.0,681.6,63.3,0,0
1761978797.282693254Z,sender,12.00,0.65,NaN,NaN,3.0,681.6,62.8,0,0
1761978797.518681611Z,receiver,16.00,1.20,13.19,13.89,6.9,681.6,63.3,0,0
1761978797.532987195Z,sender,16.00,1.20,NaN,NaN,6.9,681.6,63.3,0,0
1761978797.768962941Z,receiver,16.00,1.14,13.19,13.51,5.0,681.8,63.9,0,0
1761978797.783275488Z,sender,16.00,1.14,NaN,NaN,5.1,681.8,63.3,0,0
1761978798.019273067Z,receiver,12.00,0.88,13.19,13.51,4.0,681.8,62.2,0,0
1761978798.033553947Z,sender,16.00,1.17,NaN,NaN,5.0,681.8,63.3,0,0
1761978798.269599972Z,receiver,16.00,1.26,13.19,13.51,5.9,678.1,63.3,0,0
1761978798.283900777Z,sender,12.00,0.96,NaN,NaN,5.0,678.1,62.8,0,0
1761978798.519934468Z,receiver,16.00,1.33,13.19,13.51,4.1,678.1,63.3,0,0
1761978798.534225996Z,sender,16.00,1.33,NaN,NaN,4.1,678.1,63.9,0,0
1761978798.770270224Z,receiver,16.00,1.79,13.19,13.72,5.1,678.1,63.9,0,0
1761978798.784539863Z,sender,16.00,1.79,NaN,NaN,5.1,678.1,63.9,0,0
1761978799.020737092Z,receiver,12.00,1.70,13.19,13.72,5.0,678.1,63.9,0,0
1761978799.034940767Z,sender,16.00,1.85,NaN,NaN,6.1,678.1,63.9,0,0
1761978799.271096866Z,receiver,16.00,0.75,13.19,13.72,6.0,674.5,63.3,0,0
1761978799.285197393Z,sender,12.00,0.60,NaN,NaN,5.0,674.5,62.2,0,0
1761978799.521394474Z,receiver,16.00,1.22,13.19,13.72,6.0,674.2,63.3,0,0
1761978799.535535112Z,sender,16.00,1.22,NaN,NaN,6.0,674.2,63.3,0,0
1761978799.771797212Z,receiver,16.00,1.26,13.19,13.72,7.0,674.5,63.9,0,0
1761978799.785957258Z,sender,16.00,1.26,NaN,NaN,6.9,674.5,63.9,0,0
1761978800.022406821Z,receiver,12.00,0.95,13.20,13.72,4.0,674.5,63.3,0,0
1761978800.036459533Z,sender,16.00,1.20,NaN,NaN,6.1,674.5,63.9,0,0
1761978800.272775910Z,receiver,16.00,1.30,13.20,13.72,6.1,670.3,63.3,0,0
1761978800.287054086Z,sender,12.00,1.05,NaN,NaN,4.1,670.3,63.3,0,0
1761978800.523139759Z,receiver,16.00,1.27,13.21,13.57,5.1,670.3,63.3,0,0
1761978800.537549602Z,sender,16.00,1.27,NaN,NaN,5.1,670.3,63.3,0,0
1761978800.773570682Z,receiver,16.00,1.21,13.22,13.57,6.1,670.6,63.3,0,0
1761978800.787985988Z,sender,16.00,1.21,NaN,NaN,6.1,670.6,63.9,0,0
1761978801.024853182Z,receiver,16.00,1.37,13.22,13.72,6.9,670.8,63.9,0,0
1761978801.038424059Z,sender,16.00,1.37,NaN,NaN,7.0,670.8,63.9,0,0
1761978801.275224827Z,receiver,12.00,0.76,13.22,13.72,4.0,665.9,64.4,0,0
1761978801.288759278Z,sender,12.00,0.76,NaN,NaN,4.0,665.9,63.9,0,0
1761978801.525600601Z,receiver,16.00,1.20,13.23,13.72,4.1,667.1,63.3,0,0
1761978801.539200923Z,sender,16.00,1.20,NaN,NaN,4.1,667.1,63.9,0,0
1761978801.775974339Z,receiver,16.00,1.25,13.24,13.57,7.9,666.8,63.9,0,0
1761978801.789603994Z,sender,16.00,1.25,NaN,NaN,8.0,666.8,63.3,0,0
1761978802.026348521Z,receiver,16.00,1.28,13.25,13.57,4.1,667.3,64.4,0,0
1761978802.040022788Z,sender,16.00,1.28,NaN,NaN,4.1,667.3,62.2,0,0
1761978802.276718370Z,receiver,12.00,0.94,13.27,13.57,4.0,661.4,63.9,0,0
1761978802.290406322Z,sender,16.00,1.26,NaN,NaN,5.1,661.4,64.4,0,0
1761978802.527082275Z,receiver,16.00,1.25,13.28,13.57,8.8,661.4,64.4,0,0
1761978802.540757560Z,sender,12.00,0.93,NaN,NaN,7.8,661.4,64.4,0,0
1761978802.777430734Z,receiver,16.00,1.25,13.28,13.57,7.0,661.4,64.4,0,0
1761978802.791087279Z,sender,16.00,1.25,NaN,NaN,7.0,661.6,63.9,0,0
1761978803.027816787Z,receiver,16.00,1.83,13.29,13.57,7.0,661.4,63.9,0,0
1761978803.041450479Z,sender,16.00,1.83,NaN,NaN,7.1,661.4,63.9,0,0
1761978803.278176654Z,receiver,12.00,0.78,13.29,13.57,6.0,657.5,63.9,0,0
1761978803.293838187Z,sender,16.00,1.26,NaN,NaN,7.8,657.5,64.4,0,0
1761978803.528535336Z,receiver,16.00,1.38,13.31,13.60,6.1,657.8,64.4,0,0
1761978803.544208332Z,sender,12.00,0.90,NaN,NaN,4.1,657.8,63.9,0,0
1761978803.778899833Z,receiver,16.00,1.30,13.31,13.60,7.0,657.5,64.4,0,0
1761978803.794589069Z,sender,16.00,1.30,NaN,NaN,7.0,657.5,62.8,0,0
1761978804.029464035Z,receiver,16.00,1.29,13.33,13.60,6.1,657.1,63.3,0,0
1761978804.044884196Z,sender,16.00,1.29,NaN,NaN,6.1,657.1,64.4,0,0
1761978804.279867736Z,receiver,12.00,0.92,13.34,13.60,5.1,652.0,62.8,0,0
1761978804.295445749Z,sender,16.00,1.22,NaN,NaN,7.0,652.5,62.8,0,0
1761978804.530228603Z,receiver,16.00,1.33,13.35,13.57,6.9,652.0,63.9,0,0
1761978804.545815968Z,sender,12.00,1.03,NaN,NaN,5.0,652.0,63.9,0,0
1761978804.780579026Z,receiver,16.00,1.23,13.35,13.57,7.0,652.5,63.9,0,0
1761978804.796109132Z,sender,16.00,1.23,NaN,NaN,7.0,652.5,63.3,0,0
1761978805.030940727Z,receiver,16.00,1.47,13.35,13.60,7.9,653.2,62.8,0,0
1761978805.046404018Z,sender,16.00,1.47,NaN,NaN,7.8,653.2,64.4,0,0
1761978805.281295464Z,receiver,12.00,0.97,13.35,13.72,5.0,645.8,64.4,0,0
1761978805.296961367Z,sender,16.00,1.20,NaN,NaN,6.1,645.8,64.4,0,0
1761978805.531667165Z,receiver,16.00,1.15,13.35,13.72,6.1,645.3,62.8,0,0
1761978805.547314697Z,sender,12.00,0.91,NaN,NaN,5.0,645.3,64.4,0,0
1761978805.782052866Z,receiver,16.00,1.28,13.35,13.60,10.6,645.3,63.9,0,0
1761978805.797610824Z,sender,16.00,1.28,NaN,NaN,10.7,645.6,63.3,0,0
1761978806.032607142Z,receiver,16.00,1.25,13.36,13.60,6.1,646.0,64.4,0,0
1761978806.047906210Z,sender,16.00,1.25,NaN,NaN,6.1,646.0,63.9,0,0
1761978806.282982083Z,receiver,12.00,0.94,13.36,13.60,5.0,643.8,63.9,0,0
1761978806.298469707Z,sender,16.00,1.27,NaN,NaN,7.0,643.8,64.4,0,0
1761978806.533368080Z,receiver,16.00,1.23,13.36,13.60,7.0,644.0,63.9,0,0
1761978806.548828927Z,sender,12.00,0.90,NaN,NaN,5.0,644.0,63.9,0,0
1761978806.783736077Z,receiver,16.00,1.28,13.36,13.60,7.9,644.2,64.4,0,0
1761978806.799111479Z,sender,16.00,1.28,NaN,NaN,7.9,644.2,63.9,0,0
1761978807.034104741Z,receiver,16.00,1.49,13.36,13.60,7.0,644.5,63.3,0,0
1761978807.049391272Z,sender,16.00,1.49,NaN,NaN,7.0,644.5,64.4,0,0
1761978807.284852517Z,receiver,12.00,0.70,13.36,13.60,5.9,640.5,63.9,0,0
1761978807.299749158Z,sender,16.00,1.02,NaN,NaN,7.9,640.7,64.4,0,0
1761978807.535223570Z,receiver,16.00,1.47,13.36,13.72,5.1,640.2,65.0,0,0
1761978807.550043174Z,sender,12.00,1.16,NaN,NaN,3.1,640.2,64.4,0,0
1761978807.785589160Z,receiver,16.00,1.29,13.36,13.72,7.0,641.0,63.3,0,0
1761978807.800326541Z,sender,16.00,1.29,NaN,NaN,7.0,641.0,63.9,0,0
1761978808.035968472Z,receiver,16.00,1.21,13.37,13.72,6.1,641.2,63.9,0,0
1761978808.050604464Z,sender,16.00,1.21,NaN,NaN,6.1,641.2,64.4,0,0
1761978808.286511507Z,receiver,12.00,1.03,13.37,13.72,5.1,640.6,63.3,0,0
1761978808.300948998Z,sender,16.00,1.27,NaN,NaN,6.1,640.6,63.9,0,0
1761978808.536939912Z,receiver,16.00,1.28,13.37,13.60,6.0,640.4,64.4,0,0
1761978808.551257328Z,sender,12.00,1.04,NaN,NaN,5.0,640.4,63.3,0,0
1761978808.787339575Z,receiver,16.00,1.13,13.37,13.60,6.1,639.7,63.9,0,0
1761978808.801543455Z,sender,16.00,1.13,NaN,NaN,6.0,639.7,63.9,0,0
1761978809.037704943Z,receiver,16.00,1.37,13.37,13.72,5.1,640.4,64.4,0,0
1761978809.051827859Z,sender,16.00,1.37,NaN,NaN,5.2,640.4,64.4,0,0
1761978809.288273459Z,receiver,12.00,0.79,13.37,13.72,5.9,637.8,62.8,0,0
1761978809.302240079Z,sender,16.00,1.11,NaN,NaN,6.9,637.8,64.4,0,0
1761978809.538641679Z,receiver,16.00,1.35,13.37,13.72,7.0,638.7,64.4,0,0
1761978809.552662521Z,sender,12.00,1.03,NaN,NaN,6.0,638.7,65.0,0,0
1761978809.789788531Z,receiver,16.00,1.27,13.37,13.60,8.1,642.3,65.0,0,0
1761978809.803130259Z,sender,16.00,1.27,NaN,NaN,10.1,644.6,65.0,0,0
1761978810.040174898Z,receiver,16.00,1.41,13.37,13.60,11.2,647.8,64.4,0,0
1761978810.053538516Z,sender,16.00,1.41,NaN,NaN,9.2,647.8,65.0,0,0
1761978810.291907307Z,receiver,16.00,1.28,13.37,13.60,4.1,646.8,63.3,0,0
1761978810.303926643Z,sender,16.00,1.28,NaN,NaN,6.1,646.8,64.4,0,0
1761978810.542290786Z,receiver,12.00,1.11,13.37,13.60,8.7,646.5,64.4,0,0
1761978810.554342529Z,sender,12.00,1.11,NaN,NaN,6.9,646.5,63.9,0,0
1761978810.792644043Z,receiver,16.00,1.25,13.37,13.62,8.8,647.2,64.4,0,0
1761978810.804730934Z,sender,16.00,1.25,NaN,NaN,8.8,647.2,64.4,0,0
1761978811.042993429Z,receiver,16.00,1.32,13.37,13.62,8.8,647.2,64.4,0,0
1761978811.055058005Z,sender,16.00,1.32,NaN,NaN,8.8,647.2,63.9,0,0
1761978811.293400556Z,receiver,16.00,1.04,13.37,13.62,5.1,645.7,65.0,0,0
1761978811.305418687Z,sender,16.00,1.04,NaN,NaN,5.1,645.7,63.3,0,0
1761978811.543771979Z,receiver,12.00,0.96,13.37,13.62,2.1,645.0,64.4,0,0
1761978811.555854444Z,sender,12.00,0.96,NaN,NaN,4.1,644.8,64.4,0,0
1761978811.794127680Z,receiver,16.00,1.26,13.37,13.62,7.9,644.8,63.3,0,0
1761978811.806263775Z,sender,16.00,1.26,NaN,NaN,6.1,644.8,63.9,0,0
1761978812.044528159Z,receiver,16.00,1.24,13.37,13.62,6.1,644.5,64.4,0,0
1761978812.056626976Z,sender,16.00,1.24,NaN,NaN,6.0,644.5,64.4,0,0
1761978812.295089287Z,receiver,16.00,1.60,13.37,13.62,8.9,639.8,64.4,0,0
1761978812.306969825Z,sender,16.00,1.60,NaN,NaN,8.9,639.8,63.9,0,0
1761978812.545506321Z,receiver,12.00,0.92,13.37,13.62,5.9,639.8,65.0,0,0
1761978812.558421104Z,sender,16.00,1.17,NaN,NaN,6.9,639.8,65.0,0,0
1761978812.795962485Z,receiver,16.00,1.17,13.37,13.62,6.1,640.0,64.4,0,0
1761978812.808790083Z,sender,12.00,0.93,NaN,NaN,5.1,640.0,63.9,0,0
1761978813.046386964Z,receiver,16.00,1.42,13.37,13.72,8.8,639.5,64.4,0,0
1761978813.059143691Z,sender,16.00,1.42,NaN,NaN,8.8,639.5,63.3,0,0
1761978813.296979777Z,receiver,16.00,0.93,13.37,13.72,6.9,638.3,64.4,0,0
1761978813.309546263Z,sender,16.00,0.93,NaN,NaN,6.9,638.3,63.9,0,0
1761978813.547418960Z,receiver,12.00,0.95,13.37,13.72,5.1,638.1,64.4,0,0
1761978813.559983871Z,sender,16.00,1.24,NaN,NaN,7.0,638.1,64.4,0,0
1761978813.797790920Z,receiver,16.00,1.32,13.37,13.63,7.9,638.1,65.0,0,0
1761978813.810360221Z,sender,12.00,1.02,NaN,NaN,6.0,638.1,64.4,0,0
1761978814.048161510Z,receiver,16.00,1.46,13.37,13.65,6.1,638.1,64.4,0,0
1761978814.060736236Z,sender,16.00,1.46,NaN,NaN,6.1,638.1,63.9,0,0
1761978814.298586212Z,receiver,16.00,1.34,13.37,13.65,8.0,636.6,65.0,0,0
1761978814.311108308Z,sender,16.00,1.34,NaN,NaN,8.0,636.6,63.3,0,0
1761978814.549008098Z,receiver,12.00,0.89,13.37,13.65,5.0,636.2,63.9,0,0
1761978814.561677010Z,sender,16.00,1.26,NaN,NaN,6.1,636.4,64.4,0,0
1761978814.799366225Z,receiver,16.00,1.28,13.37,13.65,6.1,636.6,64.4,0,0
1761978814.812102137Z,sender,12.00,0.91,NaN,NaN,5.0,636.6,63.3,0,0
1761978815.049733575Z,receiver,16.00,1.34,13.37,13.65,6.1,636.6,63.9,0,0
1761978815.062483134Z,sender,16.00,1.34,NaN,NaN,6.1,636.6,64.4,0,0
1761978815.300105109Z,receiver,16.00,1.14,13.37,13.65,7.0,636.1,65.0,0,0
1761978815.312862132Z,sender,16.00,1.14,NaN,NaN,7.0,636.1,64.4,0,0
1761978815.550495533Z,receiver,12.00,0.90,13.37,13.65,4.1,636.5,63.9,0,0
1761978815.563494519Z,sender,16.00,1.18,NaN,NaN,5.1,636.5,64.4,0,0
1761978815.800908123Z,receiver,16.00,1.55,13.37,13.72,6.1,637.2,65.0,0,0
1761978815.813944332Z,sender,12.00,1.26,NaN,NaN,5.1,637.2,65.0,0,0
1761978816.051344676Z,receiver,16.00,1.46,13.38,13.72,4.2,637.2,64.4,0,0
1761978816.064296885Z,sender,16.00,1.46,NaN,NaN,4.1,637.2,65.0,0,0
1761978816.301769026Z,receiver,16.00,1.02,13.37,13.65,6.1,635.1,64.4,0,0
1761978816.314701568Z,sender,16.00,1.02,NaN,NaN,6.1,635.1,63.3,0,0
1761978816.552399117Z,receiver,12.00,1.01,13.38,13.65,5.1,636.5,65.0,0,0
1761978816.565118343Z,sender,16.00,1.27,NaN,NaN,6.1,636.5,65.0,0,0
1761978816.802867577Z,receiver,16.00,1.20,13.38,13.65,5.1,636.5,63.9,0,0
1761978816.815506211Z,sender,12.00,0.93,NaN,NaN,5.0,636.5,65.0,0,0
1761978817.053273445Z,receiver,16.00,1.45,13.38,13.72,7.9,636.7,64.4,0,0
1761978817.065915653Z,sender,16.00,1.45,NaN,NaN,7.0,636.7,65.0,0,0
1761978817.303648424Z,receiver,16.00,1.04,13.38,13.72,6.9,634.8,64.4,0,0
1761978817.316285484Z,sender,16.00,1.04,NaN,NaN,7.8,634.8,63.9,0,0
1761978817.554696239Z,receiver,12.00,0.87,13.37,13.72,6.9,636.4,64.4,0,0
1761978817.566692611Z,sender,16.00,1.22,NaN,NaN,7.0,636.4,65.0,0,0
1761978817.805066903Z,receiver,16.00,1.24,13.37,13.65,6.0,636.4,64.4,0,0
1761978817.817076442Z,sender,12.00,0.89,NaN,NaN,5.0,636.4,63.9,0,0
1761978818.055430641Z,receiver,16.00,1.34,13.37,13.65,7.0,636.4,65.0,0,0
1761978818.067442736Z,sender,16.00,1.34,NaN,NaN,7.0,636.4,64.4,0,0
1761978818.305796658Z,receiver,16.00,1.22,13.37,13.65,6.1,636.1,65.0,0,0
1761978818.317838197Z,sender,16.00,1.22,NaN,NaN,6.1,636.1,65.0,0,0
1761978818.556531453Z,receiver,16.00,1.21,13.37,13.65,6.9,636.3,63.9,0,0
1761978818.568261805Z,sender,16.00,1.21,NaN,NaN,7.0,636.3,63.9,0,0
1761978818.806897598Z,receiver,12.00,0.96,13.38,13.65,6.9,636.1,64.4,0,0
1761978818.818637248Z,sender,12.00,0.96,NaN,NaN,6.9,636.1,65.0,0,0
1761978819.057264003Z,receiver,16.00,1.67,13.38,13.65,8.1,636.3,64.4,0,0
1761978819.069081671Z,sender,16.00,1.67,NaN,NaN,8.0,636.3,64.4,0,0
1761978819.307652279Z,receiver,16.00,0.96,13.38,13.65,6.0,634.8,65.0,0,0
1761978819.319613595Z,sender,16.00,0.96,NaN,NaN,7.0,634.8,63.9,0,0
1761978819.558427796Z,receiver,16.00,1.20,13.38,13.65,8.9,636.2,65.0,0,0
1761978819.570049371Z,sender,16.00,1.20,NaN,NaN,8.0,636.2,65.0,0,0
1761978819.808792516Z,receiver,12.00,0.90,13.38,13.65,12.2,644.1,65.0,0,0
1761978819.820650851Z,sender,16.00,1.21,NaN,NaN,14.0,641.5,65.0,0,0
1761978820.059168588Z,receiver,16.00,1.23,13.38,13.65,6.1,641.5,65.0,0,0
1761978820.071119219Z,sender,12.00,0.93,NaN,NaN,4.1,641.5,65.0,0,0
1761978820.309532456Z,receiver,16.00,1.24,13.38,13.63,6.0,641.0,65.0,0,0
1761978820.321475939Z,sender,16.00,1.24,NaN,NaN,6.1,641.0,63.9,0,0
1761978820.560097028Z,receiver,16.00,1.21,13.38,13.63,6.1,639.8,65.0,0,0
1761978820.571974863Z,sender,16.00,1.21,NaN,NaN,6.0,639.6,65.0,0,0
1761978820.810508526Z,receiver,12.00,0.88,13.38,13.63,5.0,639.6,66.1,0,0
1761978820.822470176Z,sender,16.00,1.18,NaN,NaN,6.1,639.6,65.0,0,0
1761978821.060862820Z,receiver,16.00,1.85,13.38,13.65,4.1,639.8,65.0,0,0
1761978821.072894044Z,sender,12.00,1.56,NaN,NaN,3.1,639.8,63.9,0,0
1761978821.311240836Z,receiver,16.00,1.04,13.38,13.65,7.0,639.2,65.0,0,0
1761978821.323339598Z,sender,16.00,1.04,NaN,NaN,6.9,639.2,64.4,0,0
1761978821.561814890Z,receiver,16.00,1.25,13.39,13.65,5.1,638.7,65.0,0,0
1761978821.573718688Z,sender,16.00,1.25,NaN,NaN,5.1,638.7,65.6,0,0
1761978821.812275240Z,receiver,12.00,0.99,13.39,13.63,6.9,638.9,65.6,0,0
1761978821.824144964Z,sender,16.00,1.34,NaN,NaN,7.9,638.9,64.4,0,0
1761978822.062659960Z,receiver,16.00,1.32,13.39,13.63,7.0,638.7,65.0,0,0
1761978822.074597313Z,sender,12.00,0.97,NaN,NaN,5.9,638.7,63.9,0,0
1761978822.313022291Z,receiver,16.00,1.23,13.39,13.63,7.9,635.3,65.0,0,0
1761978822.325028589Z,sender,16.00,1.23,NaN,NaN,7.9,635.5,65.0,0,0
1761978822.563405178Z,receiver,16.00,1.36,13.39,13.63,5.1,635.8,65.0,0,0
1761978822.575446735Z,sender,16.00,1.36,NaN,NaN,5.1,635.8,63.9,0,0
1761978822.813783935Z,receiver,12.00,0.92,13.39,13.63,3.1,637.6,65.6,0,0
1761978822.825970363Z,sender,16.00,1.33,NaN,NaN,5.1,637.6,65.0,0,0
1761978823.064332100Z,receiver,16.00,1.54,13.39,13.63,7.1,637.6,64.4,0,0
1761978823.076570250Z,sender,12.00,1.13,NaN,NaN,5.1,637.6,65.6,0,0
1761978823.314700134Z,receiver,16.00,1.08,13.39,13.63,5.1,636.8,65.0,0,0
1761978823.326994878Z,sender,16.00,1.08,NaN,NaN,5.1,636.8,65.0,0,0
1761978823.565053706Z,receiver,16.00,1.37,13.39,13.63,16.0,639.1,65.6,0,0
1761978823.577314542Z,sender,16.00,1.37,NaN,NaN,16.0,639.1,65.6,0,0
1761978823.815485797Z,receiver,12.00,1.02,13.39,13.63,5.1,639.8,64.4,0,0
1761978823.827866504Z,sender,16.00,1.26,NaN,NaN,6.1,639.8,65.0,0,0
1761978824.065910776Z,receiver,16.00,1.21,13.39,13.63,7.8,639.8,65.6,0,0
1761978824.078358242Z,sender,12.00,0.97,NaN,NaN,6.9,639.8,65.0,0,0
1761978824.316537256Z,receiver,16.00,1.35,13.39,13.63,9.3,639.9,65.0,0,0
1761978824.328775629Z,sender,16.00,1.35,NaN,NaN,10.2,640.3,65.0,0,0
1761978824.566910754Z,receiver,16.00,1.22,13.39,13.63,10.1,641.7,65.0,0,0
1761978824.579177386Z,sender,16.00,1.22,NaN,NaN,9.1,641.7,65.6,0,0
1761978824.817300345Z,receiver,12.00,1.01,13.39,13.63,5.1,641.7,65.0,0,0
1761978824.829589440Z,sender,16.00,1.27,NaN,NaN,6.1,641.7,63.9,0,0
1761978825.067705602Z,receiver,16.00,1.49,13.39,13.63,7.0,641.7,64.4,0,0
1761978825.080027660Z,sender,12.00,1.23,NaN,NaN,6.9,641.7,65.0,0,0
1761978825.318076211Z,receiver,16.00,1.26,13.39,13.63,8.8,640.5,65.0,0,0
1761978825.330432177Z,sender,16.00,1.26,NaN,NaN,7.9,640.5,64.4,0,0
1761978825.568449116Z,receiver,16.00,1.27,13.39,13.63,7.9,640.3,65.6,0,0
1761978825.580880249Z,sender,16.00,1.27,NaN,NaN,7.9,640.3,65.6,0,0
1761978825.819807061Z,receiver,12.00,0.98,13.39,13.63,6.0,640.0,64.4,0,0
1761978825.831298488Z,sender,16.00,1.32,NaN,NaN,6.1,640.0,65.0,0,0
1761978826.070183337Z,receiver,16.00,1.33,13.39,13.63,4.1,640.0,65.0,0,0
1761978826.081700263Z,sender,12.00,0.99,NaN,NaN,4.1,639.9,65.6,0,0
1761978826.320555853Z,receiver,16.00,1.28,13.39,13.63,7.9,639.0,65.0,0,0
1761978826.332171965Z,sender,16.00,1.28,NaN,NaN,7.9,639.0,65.0,0,0
1761978826.570934203Z,receiver,16.00,1.31,13.39,13.63,8.0,638.3,64.4,0,0
1761978826.582615000Z,sender,16.00,1.31,NaN,NaN,7.9,638.3,65.0,0,0
1761978826.822612779Z,receiver,16.00,1.30,13.39,13.63,6.0,638.1,65.0,0,0
1761978826.833017072Z,sender,16.00,1.30,NaN,NaN,6.1,638.1,66.1,0,0
1761978827.072997833Z,receiver,12.00,1.05,13.39,13.63,6.9,637.8,65.0,0,0
1761978827.083532423Z,sender,12.00,1.05,NaN,NaN,6.9,637.8,65.0,0,0
1761978827.323369201Z,receiver,16.00,1.04,13.39,13.63,7.9,635.3,65.0,0,0
1761978827.334009754Z,sender,16.00,1.04,NaN,NaN,7.9,635.3,65.6,0,0
1761978827.573756495Z,receiver,16.00,1.31,13.39,13.63,7.9,635.8,65.6,0,0
1761978827.584491715Z,sender,16.00,1.31,NaN,NaN,7.9,635.8,66.1,0,0
1761978827.824147456Z,receiver,16.00,1.21,13.39,13.63,6.0,636.0,64.4,0,0
1761978827.834988732Z,sender,16.00,1.21,NaN,NaN,6.0,636.0,65.0,0,0
1761978828.074517991Z,receiver,12.00,0.92,13.39,13.63,6.0,636.0,65.0,0,0
1761978828.085521064Z,sender,12.00,0.92,NaN,NaN,6.0,636.0,65.0,0,0
1761978828.324963564Z,receiver,16.00,1.20,13.38,13.62,6.1,634.2,65.0,0,0
1761978828.335995525Z,sender,16.00,1.20,NaN,NaN,6.0,634.2,65.0,0,0
1761978828.575329784Z,receiver,16.00,1.25,13.38,13.62,7.8,634.2,65.0,0,0
1761978828.586371283Z,sender,16.00,1.25,NaN,NaN,7.9,634.2,65.6,0,0
1761978828.825941783Z,receiver,16.00,1.23,13.38,13.62,5.1,633.8,65.6,0,0
1761978828.836810633Z,sender,16.00,1.23,NaN,NaN,5.1,633.8,65.6,0,0
1761978829.076387873Z,receiver,12.00,1.16,13.39,13.63,5.9,633.8,65.0,0,0
1761978829.088454264Z,sender,16.00,1.35,NaN,NaN,7.8,633.8,65.6,0,0
1761978829.326817668Z,receiver,16.00,1.13,13.39,13.63,6.1,633.6,65.0,0,0
1761978829.338766114Z,sender,12.00,0.95,NaN,NaN,4.0,633.6,65.0,0,0
1761978829.577193147Z,receiver,16.00,1.33,13.39,13.63,8.8,634.0,65.6,0,0
1761978829.589060334Z,sender,16.00,1.33,NaN,NaN,8.8,634.0,65.6,0,0
1761978829.827879369Z,receiver,16.00,1.35,13.39,13.63,6.1,634.0,65.0,0,0
1761978829.839365887Z,sender,16.00,1.35,NaN,NaN,6.1,634.0,65.6,0,0
1761978830.078398126Z,receiver,12.00,0.97,13.39,13.63,4.0,634.0,65.0,0,0
1761978830.089775330Z,sender,16.00,1.29,NaN,NaN,6.9,634.0,65.6,0,0
1761978830.328763587Z,receiver,16.00,1.27,13.39,13.63,8.8,631.0,65.6,0,0
1761978830.340125846Z,sender,12.00,0.94,NaN,NaN,6.0,631.0,65.6,0,0
1761978830.579233789Z,receiver,16.00,1.28,13.39,13.63,7.2,633.2,65.6,0,0
1761978830.590419900Z,sender,16.00,1.28,NaN,NaN,7.2,633.2,65.6,0,0
1761978830.829598787Z,receiver,16.00,1.40,13.39,13.63,6.1,635.0,65.6,0,0
1761978830.840719527Z,sender,16.00,1.40,NaN,NaN,6.1,635.0,65.6,0,0
1761978831.080025989Z,receiver,12.00,1.11,13.39,13.63,16.5,639.4,65.6,0,0
1761978831.091229248Z,sender,16.00,1.30,NaN,NaN,18.3,639.4,66.1,0,0
1761978831.330397450Z,receiver,16.00,1.12,13.40,13.63,7.0,639.4,65.6,0,0
1761978831.341583209Z,sender,12.00,0.93,NaN,NaN,5.0,639.4,64.4,0,0
1761978831.580828282Z,receiver,16.00,1.25,13.40,13.63,12.4,641.0,66.7,0,0
1761978831.591947707Z,sender,16.00,1.25,NaN,NaN,12.4,641.0,65.6,0,0
1761978831.831272262Z,receiver,16.00,1.34,13.40,13.63,4.1,640.8,65.6,0,0
1761978831.842236760Z,sender,16.00,1.34,NaN,NaN,4.2,640.8,65.0,0,0
1761978832.082131020Z,receiver,12.00,1.02,13.40,13.63,3.1,640.8,65.0,0,0
1761978832.092780037Z,sender,16.00,1.36,NaN,NaN,5.1,640.8,65.6,0,0
1761978832.332581704Z,receiver,16.00,1.36,13.40,13.63,6.1,639.6,65.6,0,0
