Transmit Start Time (since epoch as ms),Throughput (bytes per second),Latency (ms),Frames per Second,CPU Usage (%),Memory Used (bytes)
1761980068000,1063.8103,1097,28.59,0.8486502,5518127104
1761980068000,972.56635,1130,28.59,0.8487123,5517430784
1761980068000,815.85675,1173,28.59,0.8487283,5518143488
1761980068000,786.54486,1204,28.59,0.8487842,5518630912
1761980068000,797.0898,1237,28.59,0.8488367,5518192640
1761980068000,751.1737,1278,28.59,0.8488625,5517402112
1761980068000,704.3545,1309,28.59,0.8489218,5516611584
1761980068000,690.4762,1344,28.34,0.8489417,5517324288
1761980068000,724.18774,1385,28.34,0.8489904,5517844480
1761980068000,762.71185,1416,28.34,0.8490042,5516595200
1761980068000,851.8263,1451,28.34,0.84906304,5517393920
1761980068000,849.4624,1488,28.34,0.84913146,5516636160
1761980068000,889.6914,1523,28.34,0.8491806,5518471168
1761980068000,844.0308,1558,28.34,0.8492104,5517910016
1761980068000,945.59094,1599,28.34,0.8493011,5516242944
1761980068000,1113.4274,1631,28.34,0.849344,5517647872
1761980068000,1160.9609,1665,28.34,0.8494192,5516374016
1761980068000,1262.0164,1706,28.34,0.8494644,5517549568
1761980068000,1107.0195,1738,28.34,0.84954935,5516529664
1761980069000,2387.8865,776,28.34,0.8495498,5515739136
1761980069000,2278.6685,811,28.34,0.84957296,5517598720
1761980069000,1630.4604,847,27.93,0.8496511,5516886016
1761980069000,33312.367,938,27.93,0.8496662,5518385152
1761980069000,824.8945,948,27.93,0.84967864,5517160448
1761980069000,876.16095,969,27.93,0.8497776,5515534336
1761980069000,1076.5356,993,27.93,0.84983724,5515026432
1761980069000,1458.0078,1024,27.93,0.8498801,5516222464
1761980069000,1700.565,1062,27.93,0.8499613,5515972608
1761980069000,1908.0983,1099,27.93,0.8499973,5516824576
1761980069000,1927.8169,1136,27.93,0.85003006,5517885440
1761980069000,1648.6942,1187,27.93,0.85012615,5519060992
1761980069000,1776.9486,1206,27.93,0.8501897,5517004800
1761980069000,1567.3931,1239,27.93,0.85022926,5518229504
1761980069000,1362.6375,1274,27.93,0.8502783,5517529088
1761980069000,1120.2435,1314,27.93,0.8503076,5516668928
